AP890102-0139 4:0.4489247311827957 15:0.19086021505376344 1:0.11200716845878136 7:0.10125448028673835 0:0.06182795698924731 3:0.02956989247311828 11:0.01881720430107527 5:0.015232974910394265 6:0.004480286738351254 8:0.004480286738351254 10:0.004480286738351254 12:8.960573476702509E-4 13:8.960573476702509E-4 14:8.960573476702509E-4 16:8.960573476702509E-4 17:8.960573476702509E-4 18:8.960573476702509E-4 19:8.960573476702509E-4 2:8.960573476702509E-4 9:8.960573476702509E-4
AP890512-0173 12:0.4748134328358209 15:0.23973880597014927 7:0.0830223880597015 9:0.0830223880597015 1:0.03451492537313433 11:0.02332089552238806 4:0.01958955223880597 0:0.012126865671641791 17:0.008395522388059701 18:0.0046641791044776115 8:0.0046641791044776115 10:0.0046641791044776115 13:9.328358208955224E-4 14:9.328358208955224E-4 16:9.328358208955224E-4 19:9.328358208955224E-4 2:9.328358208955224E-4 3:9.328358208955224E-4 5:9.328358208955224E-4 6:9.328358208955224E-4
AP890512-0224 14:0.2640977443609023 1:0.24906015037593984 3:0.143796992481203 0:0.09492481203007519 15:0.07612781954887218 2:0.06109022556390977 19:0.03853383458646616 5:0.03101503759398496 16:0.019736842105263157 6:0.008458646616541353 18:0.004699248120300752 11:9.398496240601503E-4 12:9.398496240601503E-4 13:9.398496240601503E-4 17:9.398496240601503E-4 4:9.398496240601503E-4 7:9.398496240601503E-4 8:9.398496240601503E-4 9:9.398496240601503E-4 10:9.398496240601503E-4
AP890513-0046 3:0.6136363636363636 1:0.13516746411483255 19:0.09210526315789473 2:0.04425837320574163 17:0.034688995215311005 13:0.01555023923444976 5:0.01555023923444976 8:0.01555023923444976 15:0.01076555023923445 4:0.005980861244019139 6:0.005980861244019139 11:0.0011961722488038277 12:0.0011961722488038277 14:0.0011961722488038277 16:0.0011961722488038277 18:0.0011961722488038277 0:0.0011961722488038277 7:0.0011961722488038277 9:0.0011961722488038277 10:0.0011961722488038277
AP890515-0253 5:0.4568062827225131 17:0.12696335078534032 1:0.12696335078534032 15:0.07984293193717278 14:0.07460732984293193 0:0.04842931937172775 19:0.0274869109947644 3:0.02225130890052356 4:0.011780104712041885 16:0.006544502617801047 8:0.006544502617801047 11:0.0013089005235602095 12:0.0013089005235602095 13:0.0013089005235602095 18:0.0013089005235602095 2:0.0013089005235602095 6:0.0013089005235602095 7:0.0013089005235602095 9:0.0013089005235602095 10:0.0013089005235602095
AP890515-0295 17:0.35685483870967744 18:0.17943548387096775 14:0.12298387096774194 15:0.10685483870967742 5:0.08266129032258064 8:0.04233870967741935 11:0.034274193548387094 16:0.02620967741935484 12:0.018145161290322582 7:0.010080645161290322 13:0.0020161290322580645 19:0.0020161290322580645 0:0.0020161290322580645 1:0.0020161290322580645 2:0.0020161290322580645 3:0.0020161290322580645 4:0.0020161290322580645 6:0.0020161290322580645 9:0.0020161290322580645 10:0.0020161290322580645
AP890516-0094 14:0.5452586206896551 15:0.20043103448275862 2:0.08836206896551724 17:0.0625 11:0.036637931034482756 13:0.01939655172413793 19:0.010775862068965518 0:0.010775862068965518 12:0.0021551724137931034 16:0.0021551724137931034 18:0.0021551724137931034 1:0.0021551724137931034 3:0.0021551724137931034 4:0.0021551724137931034 5:0.0021551724137931034 6:0.0021551724137931034 7:0.0021551724137931034 8:0.0021551724137931034 9:0.0021551724137931034 10:0.0021551724137931034
AP890516-0181 3:0.3277777777777778 9:0.1626984126984127 19:0.14047619047619048 15:0.1246031746031746 0:0.051587301587301584 1:0.048412698412698414 2:0.03571428571428571 4:0.029365079365079365 11:0.02619047619047619 10:0.02619047619047619 13:0.01984126984126984 12:7.936507936507937E-4 14:7.936507936507937E-4 16:7.936507936507937E-4 17:7.936507936507937E-4 18:7.936507936507937E-4 5:7.936507936507937E-4 6:7.936507936507937E-4 7:7.936507936507937E-4 8:7.936507936507937E-4
AP890517-0036 14:0.2980984340044743 15:0.22651006711409397 0:0.11241610738255034 9:0.08557046979865772 10:0.049776286353467564 7:0.04530201342281879 2:0.04082774049217002 18:0.036353467561521254 11:0.0296420581655481 13:0.013982102908277404 19:0.013982102908277404 1:0.01174496644295302 12:0.009507829977628635 16:0.009507829977628635 3:0.009507829977628635 17:0.002796420581655481 4:0.002796420581655481 5:5.592841163310962E-4 6:5.592841163310962E-4 8:5.592841163310962E-4
AP890517-0047 3:0.43042452830188677 10:0.36910377358490565 15:0.07193396226415094 1:0.05778301886792453 9:0.024764150943396228 5:0.015330188679245283 11:0.01061320754716981 4:0.00589622641509434 12:0.0011792452830188679 13:0.0011792452830188679 14:0.0011792452830188679 16:0.0011792452830188679 17:0.0011792452830188679 18:0.0011792452830188679 19:0.0011792452830188679 0:0.0011792452830188679 2:0.0011792452830188679 6:0.0011792452830188679 7:0.0011792452830188679 8:0.0011792452830188679
AP890517-0088 11:0.35208333333333336 10:0.18541666666666667 16:0.08541666666666667 7:0.08541666666666667 12:0.06875 3:0.052083333333333336 15:0.04375 2:0.027083333333333334 13:0.01875 14:0.01875 1:0.01875 18:0.010416666666666666 5:0.010416666666666666 8:0.010416666666666666 17:0.0020833333333333333 19:0.0020833333333333333 0:0.0020833333333333333 4:0.0020833333333333333 6:0.0020833333333333333 9:0.0020833333333333333
AP890517-0218 0:0.1932471264367816 15:0.16451149425287356 9:0.16163793103448276 10:0.15589080459770116 11:0.0668103448275862 1:0.0668103448275862 19:0.03807471264367816 18:0.029454022988505746 3:0.023706896551724137 17:0.020833333333333332 13:0.017959770114942528 14:0.017959770114942528 16:0.015086206896551725 4:0.01221264367816092 12:0.009339080459770116 2:0.0035919540229885057 5:7.183908045977011E-4 6:7.183908045977011E-4 7:7.183908045977011E-4 8:7.183908045977011E-4
AP890517-0270 6:0.2519305019305019 15:0.2249034749034749 9:0.15154440154440155 14:0.1361003861003861 19:0.0859073359073359 7:0.0472972972972973 1:0.03571428571428571 16:0.012548262548262547 0:0.012548262548262547 4:0.012548262548262547 2:0.008687258687258687 11:0.004826254826254826 17:0.004826254826254826 8:0.004826254826254826 12:9.652509652509653E-4 13:9.652509652509653E-4 18:9.652509652509653E-4 3:9.652509652509653E-4 5:9.652509652509653E-4 10:9.652509652509653E-4
AP890517-0274 17:0.7214285714285714 15:0.12142857142857143 5:0.041428571428571426 6:0.024285714285714285 1:0.018571428571428572 2:0.018571428571428572 9:0.018571428571428572 0:0.012857142857142857 10:0.007142857142857143 11:0.0014285714285714286 12:0.0014285714285714286 13:0.0014285714285714286 14:0.0014285714285714286 16:0.0014285714285714286 18:0.0014285714285714286 19:0.0014285714285714286 3:0.0014285714285714286 4:0.0014285714285714286 7:0.0014285714285714286 8:0.0014285714285714286
AP890518-0073 19:0.38636363636363635 1:0.18434343434343434 4:0.16414141414141414 15:0.08333333333333333 17:0.04292929292929293 2:0.04292929292929293 14:0.022727272727272728 10:0.022727272727272728 16:0.012626262626262626 9:0.012626262626262626 11:0.0025252525252525255 12:0.0025252525252525255 13:0.0025252525252525255 18:0.0025252525252525255 0:0.0025252525252525255 3:0.0025252525252525255 5:0.0025252525252525255 6:0.0025252525252525255 7:0.0025252525252525255 8:0.0025252525252525255
AP890518-0149 12:0.359375 15:0.2002840909090909 11:0.15482954545454544 9:0.11505681818181818 0:0.09801136363636363 19:0.029829545454545456 5:0.024147727272727272 13:0.0014204545454545455 14:0.0014204545454545455 16:0.0014204545454545455 17:0.0014204545454545455 18:0.0014204545454545455 1:0.0014204545454545455 2:0.0014204545454545455 3:0.0014204545454545455 4:0.0014204545454545455 6:0.0014204545454545455 7:0.0014204545454545455 8:0.0014204545454545455 10:0.0014204545454545455
AP890521-0027 10:0.3870689655172414 9:0.3422413793103448 11:0.09741379310344828 15:0.07327586206896551 19:0.025 0:0.025 1:0.014655172413793103 2:0.014655172413793103 12:0.004310344827586207 13:0.004310344827586207 18:0.004310344827586207 14:8.620689655172414E-4 16:8.620689655172414E-4 17:8.620689655172414E-4 3:8.620689655172414E-4 4:8.620689655172414E-4 5:8.620689655172414E-4 6:8.620689655172414E-4 7:8.620689655172414E-4 8:8.620689655172414E-4
AP890521-0048 19:0.5560344827586207 15:0.09051724137931035 10:0.07327586206896551 16:0.05603448275862069 2:0.05603448275862069 1:0.03879310344827586 14:0.021551724137931036 17:0.021551724137931036 0:0.021551724137931036 4:0.021551724137931036 11:0.004310344827586207 12:0.004310344827586207 13:0.004310344827586207 18:0.004310344827586207 3:0.004310344827586207 5:0.004310344827586207 6:0.004310344827586207 7:0.004310344827586207 8:0.004310344827586207 9:0.004310344827586207
AP890522-0062 6:0.5622923588039868 15:0.14700996677740863 17:0.1303986710963455 9:0.07059800664451828 1:0.02408637873754153 10:0.01744186046511628 16:0.01079734219269103 3:0.007475083056478406 11:0.004152823920265781 13:0.004152823920265781 18:0.004152823920265781 19:0.004152823920265781 5:0.004152823920265781 8:0.004152823920265781 12:8.305647840531562E-4 14:8.305647840531562E-4 0:8.305647840531562E-4 2:8.305647840531562E-4 4:8.305647840531562E-4 7:8.305647840531562E-4
AP890522-0191 14:0.20384615384615384 5:0.20384615384615384 6:0.11153846153846154 9:0.11153846153846154 19:0.09615384615384616 15:0.06538461538461539 13:0.03461538461538462 16:0.03461538461538462 18:0.03461538461538462 3:0.03461538461538462 12:0.019230769230769232 10:0.019230769230769232 11:0.0038461538461538464 17:0.0038461538461538464 0:0.0038461538461538464 1:0.0038461538461538464 2:0.0038461538461538464 4:0.0038461538461538464 7:0.0038461538461538464 8:0.0038461538461538464
AP890522-0344 14:0.28792134831460675 8:0.1306179775280899 4:0.10814606741573034 11:0.06882022471910113 3:0.06882022471910113 6:0.06882022471910113 1:0.06320224719101124 15:0.05758426966292135 19:0.05196629213483146 10:0.04073033707865169 2:0.0351123595505618 9:0.007022471910112359 12:0.0014044943820224719 13:0.0014044943820224719 16:0.0014044943820224719 17:0.0014044943820224719 18:0.0014044943820224719 0:0.0014044943820224719 5:0.0014044943820224719 7:0.0014044943820224719
AP890523-0003 11:0.5950854700854701 9:0.18055555555555555 17:0.06517094017094018 19:0.056623931623931624 7:0.05235042735042735 15:0.022435897435897436 13:0.005341880341880342 18:0.005341880341880342 1:0.005341880341880342 12:0.0010683760683760685 14:0.0010683760683760685 16:0.0010683760683760685 0:0.0010683760683760685 2:0.0010683760683760685 3:0.0010683760683760685 4:0.0010683760683760685 5:0.0010683760683760685 6:0.0010683760683760685 8:0.0010683760683760685 10:0.0010683760683760685
AP890523-0121 7:0.38920454545454547 15:0.23011363636363635 12:0.16193181818181818 6:0.09375 3:0.07102272727272728 17:0.014204545454545454 11:0.002840909090909091 13:0.002840909090909091 14:0.002840909090909091 16:0.002840909090909091 18:0.002840909090909091 19:0.002840909090909091 0:0.002840909090909091 1:0.002840909090909091 2:0.002840909090909091 4:0.002840909090909091 5:0.002840909090909091 8:0.002840909090909091 9:0.002840909090909091 10:0.002840909090909091
AP890523-0128 4:0.8358695652173913 3:0.04456521739130435 15:0.035869565217391305 16:0.01847826086956522 2:0.014130434782608696 5:0.014130434782608696 12:0.005434782608695652 14:0.005434782608695652 18:0.005434782608695652 1:0.005434782608695652 6:0.005434782608695652 11:0.0010869565217391304 13:0.0010869565217391304 17:0.0010869565217391304 19:0.0010869565217391304 0:0.0010869565217391304 7:0.0010869565217391304 8:0.0010869565217391304 9:0.0010869565217391304 10:0.0010869565217391304
AP890523-0141 11:0.4686311787072243 1:0.09980988593155894 5:0.08840304182509506 9:0.06939163498098859 15:0.0655893536121673 0:0.06178707224334601 17:0.04657794676806084 19:0.04277566539923954 8:0.027566539923954372 13:0.016159695817490494 6:0.004752851711026616 12:9.505703422053232E-4 14:9.505703422053232E-4 16:9.505703422053232E-4 18:9.505703422053232E-4 2:9.505703422053232E-4 3:9.505703422053232E-4 4:9.505703422053232E-4 7:9.505703422053232E-4 10:9.505703422053232E-4
AP890523-0247 14:0.31170886075949367 10:0.2231012658227848 15:0.15981012658227847 9:0.09018987341772151 5:0.06487341772151899 13:0.03955696202531646 1:0.02689873417721519 6:0.02689873417721519 17:0.014240506329113924 12:0.007911392405063292 18:0.007911392405063292 19:0.007911392405063292 2:0.007911392405063292 11:0.0015822784810126582 16:0.0015822784810126582 0:0.0015822784810126582 3:0.0015822784810126582 4:0.0015822784810126582 7:0.0015822784810126582 8:0.0015822784810126582
AP890524-0014 11:0.551762114537445 9:0.1905286343612335 7:0.07158590308370044 19:0.040748898678414094 17:0.031938325991189426 5:0.031938325991189426 15:0.02753303964757709 0:0.018722466960352423 12:0.009911894273127754 16:0.005506607929515419 18:0.005506607929515419 6:0.005506607929515419 13:0.0011013215859030838 14:0.0011013215859030838 1:0.0011013215859030838 2:0.0011013215859030838 3:0.0011013215859030838 4:0.0011013215859030838 8:0.0011013215859030838 10:0.0011013215859030838
AP890524-0017 4:0.8099250936329588 3:0.03838951310861423 15:0.03089887640449438 2:0.027153558052434457 9:0.027153558052434457 16:0.023408239700374533 5:0.015917602996254682 7:0.012172284644194757 19:0.0046816479400749065 11:9.363295880149813E-4 12:9.363295880149813E-4 13:9.363295880149813E-4 14:9.363295880149813E-4 17:9.363295880149813E-4 18:9.363295880149813E-4 0:9.363295880149813E-4 1:9.363295880149813E-4 6:9.363295880149813E-4 8:9.363295880149813E-4 10:9.363295880149813E-4
AP890524-0023 14:0.3225388601036269 10:0.17746113989637305 15:0.172279792746114 9:0.08419689119170984 5:0.06347150259067358 19:0.05310880829015544 6:0.05310880829015544 1:0.022020725388601035 2:0.022020725388601035 11:0.011658031088082901 13:0.006476683937823834 12:0.0012953367875647669 16:0.0012953367875647669 17:0.0012953367875647669 18:0.0012953367875647669 0:0.0012953367875647669 3:0.0012953367875647669 4:0.0012953367875647669 7:0.0012953367875647669 8:0.0012953367875647669
AP890524-0211 16:0.59251968503937 15:0.1673228346456693 9:0.08858267716535433 4:0.03346456692913386 5:0.03346456692913386 12:0.025590551181102362 1:0.017716535433070866 19:0.00984251968503937 10:0.00984251968503937 11:0.001968503937007874 13:0.001968503937007874 14:0.001968503937007874 17:0.001968503937007874 18:0.001968503937007874 0:0.001968503937007874 2:0.001968503937007874 3:0.001968503937007874 6:0.001968503937007874 7:0.001968503937007874 8:0.001968503937007874
AP890524-0258 4:0.40714285714285714 1:0.1626984126984127 15:0.11825396825396825 19:0.09285714285714286 3:0.07698412698412699 2:0.06428571428571428 8:0.029365079365079365 7:0.013492063492063493 5:0.010317460317460317 13:0.007142857142857143 10:0.007142857142857143 6:0.003968253968253968 11:7.936507936507937E-4 12:7.936507936507937E-4 14:7.936507936507937E-4 16:7.936507936507937E-4 17:7.936507936507937E-4 18:7.936507936507937E-4 0:7.936507936507937E-4 9:7.936507936507937E-4
AP890524-0267 5:0.59375 15:0.15423387096774194 11:0.05342741935483871 3:0.037298387096774195 1:0.03326612903225806 18:0.029233870967741934 17:0.025201612903225805 6:0.021169354838709676 9:0.017137096774193547 13:0.01310483870967742 12:0.005040322580645161 0:0.005040322580645161 4:0.005040322580645161 14:0.0010080645161290322 16:0.0010080645161290322 19:0.0010080645161290322 2:0.0010080645161290322 7:0.0010080645161290322 8:0.0010080645161290322 10:0.0010080645161290322
AP890525-0088 13:0.24114173228346455 15:0.22539370078740156 0:0.21751968503937008 9:0.08759842519685039 12:0.060039370078740155 1:0.05610236220472441 10:0.04822834645669291 6:0.03248031496062992 19:0.012795275590551181 5:0.004921259842519685 7:0.004921259842519685 11:9.84251968503937E-4 14:9.84251968503937E-4 16:9.84251968503937E-4 17:9.84251968503937E-4 18:9.84251968503937E-4 2:9.84251968503937E-4 3:9.84251968503937E-4 4:9.84251968503937E-4 8:9.84251968503937E-4
AP890525-0179 10:0.5966898954703833 3:0.15766550522648085 15:0.08101045296167247 1:0.08101045296167247 9:0.032229965156794424 6:0.014808362369337979 4:0.01132404181184669 14:0.0078397212543554 13:0.004355400696864111 2:0.004355400696864111 11:8.710801393728223E-4 12:8.710801393728223E-4 16:8.710801393728223E-4 17:8.710801393728223E-4 18:8.710801393728223E-4 19:8.710801393728223E-4 0:8.710801393728223E-4 5:8.710801393728223E-4 7:8.710801393728223E-4 8:8.710801393728223E-4
AP890526-0029 0:0.21120689655172414 13:0.20775862068965517 15:0.20775862068965517 1:0.14224137931034483 12:0.05603448275862069 5:0.04913793103448276 9:0.0353448275862069 11:0.03189655172413793 17:0.014655172413793103 4:0.014655172413793103 6:0.014655172413793103 2:0.007758620689655172 14:8.620689655172414E-4 16:8.620689655172414E-4 18:8.620689655172414E-4 19:8.620689655172414E-4 3:8.620689655172414E-4 7:8.620689655172414E-4 8:8.620689655172414E-4 10:8.620689655172414E-4
AP890526-0254 18:0.5476694915254238 15:0.1832627118644068 11:0.07309322033898305 5:0.04343220338983051 8:0.034957627118644065 9:0.03072033898305085 1:0.018008474576271187 16:0.013771186440677966 17:0.013771186440677966 0:0.013771186440677966 6:0.013771186440677966 12:0.005296610169491525 13:0.001059322033898305 14:0.001059322033898305 19:0.001059322033898305 2:0.001059322033898305 3:0.001059322033898305 4:0.001059322033898305 7:0.001059322033898305 10:0.001059322033898305
AP890527-0004 8:0.4001798561151079 5:0.256294964028777 15:0.09802158273381295 9:0.09082733812949641 11:0.03327338129496403 0:0.03327338129496403 17:0.026079136690647483 4:0.015287769784172662 19:0.011690647482014389 1:0.011690647482014389 10:0.011690647482014389 14:0.0044964028776978415 12:8.992805755395684E-4 13:8.992805755395684E-4 16:8.992805755395684E-4 18:8.992805755395684E-4 2:8.992805755395684E-4 3:8.992805755395684E-4 6:8.992805755395684E-4 7:8.992805755395684E-4
AP890527-0029 17:0.5238693467336684 10:0.1620603015075377 15:0.09673366834170855 8:0.08165829145728644 9:0.06658291457286432 5:0.026381909547738693 1:0.02135678391959799 13:0.00628140703517588 11:0.001256281407035176 12:0.001256281407035176 14:0.001256281407035176 16:0.001256281407035176 18:0.001256281407035176 19:0.001256281407035176 0:0.001256281407035176 2:0.001256281407035176 3:0.001256281407035176 4:0.001256281407035176 6:0.001256281407035176 7:0.001256281407035176
AP890528-0029 19:0.30934343434343436 1:0.2689393939393939 3:0.1527777777777778 15:0.11237373737373738 4:0.041666666666666664 14:0.026515151515151516 13:0.021464646464646464 17:0.021464646464646464 2:0.021464646464646464 16:0.006313131313131313 10:0.006313131313131313 11:0.0012626262626262627 12:0.0012626262626262627 18:0.0012626262626262627 0:0.0012626262626262627 5:0.0012626262626262627 6:0.0012626262626262627 7:0.0012626262626262627 8:0.0012626262626262627 9:0.0012626262626262627
AP890529-0009 1:0.3765625 15:0.1328125 7:0.1140625 3:0.0703125 6:0.0640625 11:0.0515625 4:0.0328125 14:0.0265625 0:0.0265625 5:0.0265625 19:0.0203125 9:0.0203125 2:0.0140625 12:0.0078125 8:0.0078125 13:0.0015625 16:0.0015625 17:0.0015625 18:0.0015625 10:0.0015625
AP890529-0018 6:0.5136887608069164 0:0.10734870317002881 17:0.10446685878962536 15:0.09582132564841499 9:0.07276657060518732 19:0.026657060518731988 4:0.02089337175792507 16:0.015129682997118156 18:0.009365994236311239 10:0.009365994236311239 5:0.006484149855907781 8:0.006484149855907781 12:0.0036023054755043226 14:0.0036023054755043226 11:7.204610951008645E-4 13:7.204610951008645E-4 1:7.204610951008645E-4 2:7.204610951008645E-4 3:7.204610951008645E-4 7:7.204610951008645E-4
