AP890101-0002 8:0.3691646191646192 1:0.20945945945945946 5:0.12837837837837837 16:0.09643734643734644 13:0.0472972972972973 0:0.04484029484029484 2:0.030098280098280097 3:0.025184275184275184 17:0.02027027027027027 7:0.015356265356265357 19:0.005528255528255528 15:0.003071253071253071 11:6.142506142506142E-4 12:6.142506142506142E-4 14:6.142506142506142E-4 18:6.142506142506142E-4 4:6.142506142506142E-4 6:6.142506142506142E-4 9:6.142506142506142E-4 10:6.142506142506142E-4
AP890227-0107 18:0.4107758620689655 16:0.15905172413793103 6:0.09698275862068965 5:0.07112068965517242 17:0.060775862068965514 15:0.052155172413793104 0:0.034913793103448276 11:0.02456896551724138 4:0.022844827586206897 2:0.01767241379310345 1:0.015948275862068966 3:0.0125 19:0.009051724137931035 14:0.007327586206896552 13:0.0021551724137931034 12:4.310344827586207E-4 7:4.310344827586207E-4 8:4.310344827586207E-4 9:4.310344827586207E-4 10:4.310344827586207E-4
AP890227-0196 6:0.49822695035460995 11:0.2641843971631206 3:0.10815602836879433 16:0.030141843971631204 17:0.030141843971631204 18:0.02304964539007092 4:0.015957446808510637 1:0.008865248226950355 12:0.0017730496453900709 13:0.0017730496453900709 14:0.0017730496453900709 15:0.0017730496453900709 19:0.0017730496453900709 0:0.0017730496453900709 2:0.0017730496453900709 5:0.0017730496453900709 7:0.0017730496453900709 8:0.0017730496453900709 9:0.0017730496453900709 10:0.0017730496453900709
AP890227-0236 2:0.6659049360146252 16:0.1723034734917733 0:0.06078610603290677 3:0.03884826325411334 4:0.03153564899451554 17:0.013254113345521023 5:0.005941499085923218 9:0.004113345521023766 1:0.0022851919561243145 11:4.570383912248629E-4 12:4.570383912248629E-4 13:4.570383912248629E-4 14:4.570383912248629E-4 15:4.570383912248629E-4 18:4.570383912248629E-4 19:4.570383912248629E-4 6:4.570383912248629E-4 7:4.570383912248629E-4 8:4.570383912248629E-4 10:4.570383912248629E-4
AP890227-0325 8:0.3826530612244898 17:0.23396501457725946 9:0.16982507288629736 16:0.08236151603498543 3:0.05612244897959184 7:0.03279883381924198 0:0.021137026239067054 18:0.009475218658892129 14:0.0036443148688046646 11:7.288629737609329E-4 12:7.288629737609329E-4 13:7.288629737609329E-4 15:7.288629737609329E-4 19:7.288629737609329E-4 1:7.288629737609329E-4 2:7.288629737609329E-4 4:7.288629737609329E-4 5:7.288629737609329E-4 6:7.288629737609329E-4 10:7.288629737609329E-4
AP890227-0335 9:0.4911858974358974 8:0.33413461538461536 17:0.06490384615384616 16:0.058493589743589744 14:0.020032051282051284 3:0.013621794871794872 5:0.007211538461538462 11:8.012820512820513E-4 12:8.012820512820513E-4 13:8.012820512820513E-4 15:8.012820512820513E-4 18:8.012820512820513E-4 19:8.012820512820513E-4 0:8.012820512820513E-4 1:8.012820512820513E-4 2:8.012820512820513E-4 4:8.012820512820513E-4 6:8.012820512820513E-4 7:8.012820512820513E-4 10:8.012820512820513E-4
AP890228-0135 19:0.23879310344827587 18:0.23189655172413792 3:0.1560344827586207 16:0.11120689655172414 4:0.08362068965517241 11:0.08017241379310344 10:0.045689655172413794 17:0.014655172413793103 9:0.011206896551724138 15:0.007758620689655172 5:0.007758620689655172 2:0.004310344827586207 12:8.620689655172414E-4 13:8.620689655172414E-4 14:8.620689655172414E-4 0:8.620689655172414E-4 1:8.620689655172414E-4 6:8.620689655172414E-4 7:8.620689655172414E-4 8:8.620689655172414E-4
AP890301-0062 7:0.4665991902834008 3:0.14271255060728744 12:0.10222672064777327 16:0.08198380566801619 4:0.07793522267206478 11:0.03744939271255061 15:0.03340080971659919 9:0.025303643724696356 10:0.02125506072874494 13:0.0010121457489878543 14:0.0010121457489878543 17:0.0010121457489878543 18:0.0010121457489878543 19:0.0010121457489878543 0:0.0010121457489878543 1:0.0010121457489878543 2:0.0010121457489878543 5:0.0010121457489878543 6:0.0010121457489878543 8:0.0010121457489878543
AP890301-0227 10:0.6118181818181818 16:0.14636363636363636 12:0.05545454545454546 11:0.05181818181818182 15:0.03727272727272727 3:0.03 6:0.026363636363636363 2:0.015454545454545455 18:0.008181818181818182 8:0.008181818181818182 13:9.090909090909091E-4 14:9.090909090909091E-4 17:9.090909090909091E-4 19:9.090909090909091E-4 0:9.090909090909091E-4 1:9.090909090909091E-4 4:9.090909090909091E-4 5:9.090909090909091E-4 7:9.090909090909091E-4 9:9.090909090909091E-4
AP890302-0149 7:0.2782846715328467 16:0.21624087591240876 3:0.08485401459854014 15:0.0812043795620438 10:0.07755474452554745 0:0.07025547445255474 12:0.055656934306569344 6:0.04470802919708029 13:0.01916058394160584 14:0.01551094890510949 5:0.01551094890510949 19:0.011861313868613138 4:0.011861313868613138 2:0.008211678832116789 8:0.004562043795620438 11:9.124087591240876E-4 17:9.124087591240876E-4 18:9.124087591240876E-4 1:9.124087591240876E-4 9:9.124087591240876E-4
AP890302-0204 7:0.6858766233766234 13:0.1176948051948052 8:0.08198051948051949 3:0.049512987012987016 4:0.017045454545454544 14:0.010551948051948052 1:0.007305194805194805 11:0.004058441558441558 17:0.004058441558441558 19:0.004058441558441558 5:0.004058441558441558 6:0.004058441558441558 9:0.004058441558441558 12:8.116883116883117E-4 15:8.116883116883117E-4 16:8.116883116883117E-4 18:8.116883116883117E-4 0:8.116883116883117E-4 2:8.116883116883117E-4 10:8.116883116883117E-4
AP890303-0046 7:0.3983679525222552 13:0.21735905044510387 16:0.16691394658753708 8:0.06899109792284866 3:0.03635014836795252 17:0.024480712166172106 0:0.018545994065281898 18:0.015578635014836795 14:0.012611275964391691 2:0.012611275964391691 11:0.009643916913946587 5:0.0066765578635014835 6:0.0066765578635014835 12:7.41839762611276E-4 15:7.41839762611276E-4 19:7.41839762611276E-4 1:7.41839762611276E-4 4:7.41839762611276E-4 9:7.41839762611276E-4 10:7.41839762611276E-4
AP890303-0073 7:0.6657303370786517 13:0.19831460674157303 8:0.10168539325842697 3:0.011797752808988765 14:0.0050561797752808986 4:0.0050561797752808986 18:0.0028089887640449437 6:0.0028089887640449437 11:5.617977528089888E-4 12:5.617977528089888E-4 15:5.617977528089888E-4 16:5.617977528089888E-4 17:5.617977528089888E-4 19:5.617977528089888E-4 0:5.617977528089888E-4 1:5.617977528089888E-4 2:5.617977528089888E-4 5:5.617977528089888E-4 9:5.617977528089888E-4 10:5.617977528089888E-4
AP890303-0100 10:0.5930493273542601 16:0.13565022421524664 15:0.09977578475336323 3:0.06838565022421525 17:0.01905829596412556 2:0.01905829596412556 7:0.01905829596412556 4:0.014573991031390135 18:0.010089686098654708 19:0.010089686098654708 11:0.0011210762331838565 12:0.0011210762331838565 13:0.0011210762331838565 14:0.0011210762331838565 0:0.0011210762331838565 1:0.0011210762331838565 5:0.0011210762331838565 6:0.0011210762331838565 8:0.0011210762331838565 9:0.0011210762331838565
AP890303-0120 7:0.6458762886597939 13:0.1902061855670103 8:0.09123711340206185 3:0.041752577319587626 4:0.010824742268041237 12:0.004639175257731959 15:0.004639175257731959 16:0.002577319587628866 0:0.002577319587628866 11:5.154639175257732E-4 14:5.154639175257732E-4 17:5.154639175257732E-4 18:5.154639175257732E-4 19:5.154639175257732E-4 1:5.154639175257732E-4 2:5.154639175257732E-4 5:5.154639175257732E-4 6:5.154639175257732E-4 9:5.154639175257732E-4 10:5.154639175257732E-4
AP890303-0181 17:0.5711920529801324 8:0.12086092715231789 11:0.11423841059602649 3:0.09437086092715231 10:0.028145695364238412 19:0.02152317880794702 2:0.02152317880794702 9:0.008278145695364239 12:0.0016556291390728477 13:0.0016556291390728477 14:0.0016556291390728477 15:0.0016556291390728477 16:0.0016556291390728477 18:0.0016556291390728477 0:0.0016556291390728477 1:0.0016556291390728477 4:0.0016556291390728477 5:0.0016556291390728477 6:0.0016556291390728477 7:0.0016556291390728477
AP890305-0012 18:0.28012048192771083 12:0.19578313253012047 5:0.1716867469879518 16:0.12349397590361445 2:0.08734939759036145 8:0.0391566265060241 11:0.02710843373493976 17:0.015060240963855422 6:0.015060240963855422 7:0.015060240963855422 13:0.0030120481927710845 14:0.0030120481927710845 15:0.0030120481927710845 19:0.0030120481927710845 0:0.0030120481927710845 1:0.0030120481927710845 3:0.0030120481927710845 4:0.0030120481927710845 9:0.0030120481927710845 10:0.0030120481927710845
AP890306-0006 2:0.653107861060329 16:0.18510054844606946 0:0.051645338208409504 3:0.0370201096892139 17:0.03153564899451554 4:0.027879341864716637 9:0.004113345521023766 18:0.0022851919561243145 10:0.0022851919561243145 11:4.570383912248629E-4 12:4.570383912248629E-4 13:4.570383912248629E-4 14:4.570383912248629E-4 15:4.570383912248629E-4 19:4.570383912248629E-4 1:4.570383912248629E-4 5:4.570383912248629E-4 6:4.570383912248629E-4 7:4.570383912248629E-4 8:4.570383912248629E-4
AP890306-0050 7:0.6803571428571429 13:0.16607142857142856 3:0.11607142857142858 10:0.008928571428571428 11:0.0017857142857142857 12:0.0017857142857142857 14:0.0017857142857142857 15:0.0017857142857142857 16:0.0017857142857142857 17:0.0017857142857142857 18:0.0017857142857142857 19:0.0017857142857142857 0:0.0017857142857142857 1:0.0017857142857142857 2:0.0017857142857142857 4:0.0017857142857142857 5:0.0017857142857142857 6:0.0017857142857142857 8:0.0017857142857142857 9:0.0017857142857142857
AP890306-0078 11:0.3548994974874372 10:0.24937185929648242 3:0.0885678391959799 2:0.05841708542713568 18:0.05087939698492462 19:0.04082914572864322 16:0.035804020100502515 17:0.03329145728643216 1:0.023241206030150754 6:0.023241206030150754 5:0.01821608040201005 12:0.005653266331658292 9:0.005653266331658292 13:0.00314070351758794 0:0.00314070351758794 8:0.00314070351758794 14:6.28140703517588E-4 15:6.28140703517588E-4 4:6.28140703517588E-4 7:6.28140703517588E-4
AP890306-0314 11:0.43309859154929575 14:0.20305164319248825 3:0.13262910798122066 8:0.0903755868544601 10:0.03403755868544601 17:0.029342723004694836 16:0.02464788732394366 18:0.015258215962441314 5:0.015258215962441314 13:0.01056338028169014 12:0.0011737089201877935 15:0.0011737089201877935 19:0.0011737089201877935 0:0.0011737089201877935 1:0.0011737089201877935 2:0.0011737089201877935 4:0.0011737089201877935 6:0.0011737089201877935 7:0.0011737089201877935 9:0.0011737089201877935
AP890307-0094 15:0.484375 3:0.20520833333333333 16:0.171875 19:0.030208333333333334 12:0.026041666666666668 9:0.021875 11:0.017708333333333333 7:0.013541666666666667 6:0.009375 14:0.005208333333333333 1:0.005208333333333333 13:0.0010416666666666667 17:0.0010416666666666667 18:0.0010416666666666667 0:0.0010416666666666667 2:0.0010416666666666667 4:0.0010416666666666667 5:0.0010416666666666667 8:0.0010416666666666667 10:0.0010416666666666667
AP890307-0098 16:0.5106060606060606 15:0.22575757575757577 3:0.18333333333333332 4:0.05606060606060606 11:0.0015151515151515152 12:0.0015151515151515152 13:0.0015151515151515152 14:0.0015151515151515152 17:0.0015151515151515152 18:0.0015151515151515152 19:0.0015151515151515152 0:0.0015151515151515152 1:0.0015151515151515152 2:0.0015151515151515152 5:0.0015151515151515152 6:0.0015151515151515152 7:0.0015151515151515152 8:0.0015151515151515152 9:0.0015151515151515152 10:0.0015151515151515152
AP890307-0238 9:0.5574596774193549 17:0.18245967741935484 8:0.05342741935483871 16:0.04133064516129032 6:0.03326612903225806 3:0.025201612903225805 4:0.025201612903225805 14:0.021169354838709676 1:0.021169354838709676 7:0.017137096774193547 11:0.009072580645161291 19:0.005040322580645161 12:0.0010080645161290322 13:0.0010080645161290322 15:0.0010080645161290322 18:0.0010080645161290322 0:0.0010080645161290322 2:0.0010080645161290322 5:0.0010080645161290322 10:0.0010080645161290322
AP890308-0102 15:0.6700581395348837 3:0.17005813953488372 16:0.04796511627906977 18:0.030523255813953487 2:0.024709302325581394 11:0.01308139534883721 4:0.007267441860465116 6:0.007267441860465116 8:0.007267441860465116 9:0.007267441860465116 12:0.0014534883720930232 13:0.0014534883720930232 14:0.0014534883720930232 17:0.0014534883720930232 19:0.0014534883720930232 0:0.0014534883720930232 1:0.0014534883720930232 5:0.0014534883720930232 7:0.0014534883720930232 10:0.0014534883720930232
AP890308-0255 17:0.3599195710455764 8:0.2928954423592493 3:0.16689008042895442 1:0.08109919571045576 4:0.035522788203753354 19:0.022117962466487937 16:0.00871313672922252 11:0.006032171581769437 12:0.006032171581769437 13:0.006032171581769437 0:0.006032171581769437 2:0.003351206434316354 14:6.702412868632708E-4 15:6.702412868632708E-4 18:6.702412868632708E-4 5:6.702412868632708E-4 6:6.702412868632708E-4 7:6.702412868632708E-4 9:6.702412868632708E-4 10:6.702412868632708E-4
AP890309-0108 5:0.25919117647058826 3:0.21507352941176472 19:0.11213235294117647 10:0.11213235294117647 4:0.07536764705882353 2:0.06801470588235294 8:0.04595588235294118 9:0.03125 15:0.02389705882352941 16:0.02389705882352941 13:0.009191176470588236 17:0.009191176470588236 11:0.001838235294117647 12:0.001838235294117647 14:0.001838235294117647 18:0.001838235294117647 0:0.001838235294117647 1:0.001838235294117647 6:0.001838235294117647 7:0.001838235294117647
AP890309-0223 13:0.30157342657342656 8:0.23513986013986013 16:0.15122377622377622 11:0.08828671328671328 1:0.07080419580419581 14:0.04632867132867133 17:0.028846153846153848 2:0.025349650349650348 3:0.025349650349650348 4:0.011363636363636364 6:0.004370629370629371 7:0.004370629370629371 12:8.741258741258741E-4 15:8.741258741258741E-4 18:8.741258741258741E-4 19:8.741258741258741E-4 0:8.741258741258741E-4 5:8.741258741258741E-4 9:8.741258741258741E-4 10:8.741258741258741E-4
AP890309-0279 14:0.6037414965986394 11:0.15702947845804988 3:0.11848072562358276 8:0.07539682539682539 2:0.011904761904761904 7:0.011904761904761904 15:0.007369614512471655 17:0.002834467120181406 19:0.002834467120181406 0:0.002834467120181406 12:5.668934240362812E-4 13:5.668934240362812E-4 16:5.668934240362812E-4 18:5.668934240362812E-4 1:5.668934240362812E-4 4:5.668934240362812E-4 5:5.668934240362812E-4 6:5.668934240362812E-4 9:5.668934240362812E-4 10:5.668934240362812E-4
AP890310-0133 7:0.32171052631578945 3:0.20855263157894738 12:0.1980263157894737 15:0.07434210526315789 16:0.06907894736842106 13:0.03223684210526316 8:0.029605263157894735 5:0.019078947368421053 19:0.01644736842105263 0:0.008552631578947369 14:0.0059210526315789476 4:0.0059210526315789476 6:0.0059210526315789476 11:6.578947368421052E-4 17:6.578947368421052E-4 18:6.578947368421052E-4 1:6.578947368421052E-4 2:6.578947368421052E-4 9:6.578947368421052E-4 10:6.578947368421052E-4
AP890310-0190 13:0.2906091370558376 5:0.2703045685279188 3:0.12309644670050761 16:0.10279187817258884 4:0.07741116751269035 18:0.03680203045685279 10:0.03680203045685279 12:0.01649746192893401 1:0.011421319796954314 8:0.011421319796954314 2:0.006345177664974619 9:0.006345177664974619 11:0.0012690355329949238 14:0.0012690355329949238 15:0.0012690355329949238 17:0.0012690355329949238 19:0.0012690355329949238 0:0.0012690355329949238 6:0.0012690355329949238 7:0.0012690355329949238
AP890310-0279 14:0.5843596059113301 11:0.19273399014778325 8:0.09913793103448276 3:0.05972906403940887 16:0.02770935960591133 7:0.010467980295566502 17:0.008004926108374385 5:0.005541871921182266 12:0.003078817733990148 18:0.003078817733990148 13:6.157635467980296E-4 15:6.157635467980296E-4 19:6.157635467980296E-4 0:6.157635467980296E-4 1:6.157635467980296E-4 2:6.157635467980296E-4 4:6.157635467980296E-4 6:6.157635467980296E-4 9:6.157635467980296E-4 10:6.157635467980296E-4
AP890311-0005 4:0.31363636363636366 18:0.2772727272727273 17:0.07727272727272727 6:0.07727272727272727 19:0.05909090909090909 13:0.04090909090909091 8:0.04090909090909091 12:0.022727272727272728 5:0.022727272727272728 7:0.022727272727272728 11:0.004545454545454545 14:0.004545454545454545 15:0.004545454545454545 16:0.004545454545454545 0:0.004545454545454545 1:0.004545454545454545 2:0.004545454545454545 3:0.004545454545454545 9:0.004545454545454545 10:0.004545454545454545
AP890311-0036 0:0.3078947368421053 8:0.16052631578947368 5:0.1394736842105263 16:0.11842105263157894 17:0.0868421052631579 18:0.05526315789473684 13:0.04473684210526316 19:0.02368421052631579 12:0.013157894736842105 15:0.013157894736842105 1:0.013157894736842105 11:0.002631578947368421 14:0.002631578947368421 2:0.002631578947368421 3:0.002631578947368421 4:0.002631578947368421 6:0.002631578947368421 7:0.002631578947368421 9:0.002631578947368421 10:0.002631578947368421
AP890311-0077 12:0.2703488372093023 3:0.2005813953488372 11:0.15406976744186046 15:0.10755813953488372 16:0.10755813953488372 19:0.04941860465116279 0:0.0377906976744186 6:0.02616279069767442 7:0.014534883720930232 13:0.0029069767441860465 14:0.0029069767441860465 17:0.0029069767441860465 18:0.0029069767441860465 1:0.0029069767441860465 2:0.0029069767441860465 4:0.0029069767441860465 5:0.0029069767441860465 8:0.0029069767441860465 9:0.0029069767441860465 10:0.0029069767441860465
AP890312-0002 6:0.6238738738738738 13:0.08333333333333333 10:0.06531531531531531 12:0.05630630630630631 11:0.0472972972972973 14:0.0472972972972973 16:0.038288288288288286 0:0.01126126126126126 15:0.0022522522522522522 17:0.0022522522522522522 18:0.0022522522522522522 19:0.0022522522522522522 1:0.0022522522522522522 2:0.0022522522522522522 3:0.0022522522522522522 4:0.0022522522522522522 5:0.0022522522522522522 7:0.0022522522522522522 8:0.0022522522522522522 9:0.0022522522522522522
AP890312-0019 0:0.49038461538461536 16:0.18012820512820513 5:0.06217948717948718 13:0.051923076923076926 3:0.041666666666666664 6:0.041666666666666664 4:0.026282051282051282 17:0.023717948717948717 18:0.023717948717948717 1:0.01858974358974359 9:0.013461538461538462 10:0.013461538461538462 7:0.0057692307692307696 8:0.003205128205128205 11:6.41025641025641E-4 12:6.41025641025641E-4 14:6.41025641025641E-4 15:6.41025641025641E-4 19:6.41025641025641E-4 2:6.41025641025641E-4
AP890312-0053 6:0.3713592233009709 3:0.15776699029126215 18:0.1383495145631068 10:0.09951456310679611 11:0.0412621359223301 15:0.0412621359223301 16:0.0412621359223301 2:0.0412621359223301 4:0.03155339805825243 5:0.012135922330097087 12:0.0024271844660194173 13:0.0024271844660194173 14:0.0024271844660194173 17:0.0024271844660194173 19:0.0024271844660194173 0:0.0024271844660194173 1:0.0024271844660194173 7:0.0024271844660194173 8:0.0024271844660194173 9:0.0024271844660194173
