AP890102-0099 1:0.4438622754491018 3:0.21332335329341318 9:0.14146706586826346 12:0.04266467065868264 15:0.027694610778443114 14:0.02470059880239521 10:0.02470059880239521 13:0.015718562874251496 2:0.012724550898203593 6:0.012724550898203593 19:0.009730538922155689 8:0.009730538922155689 16:0.006736526946107785 5:0.006736526946107785 0:0.0037425149700598802 11:7.485029940119761E-4 17:7.485029940119761E-4 18:7.485029940119761E-4 4:7.485029940119761E-4 7:7.485029940119761E-4
AP890414-0087 12:0.2363013698630137 5:0.2363013698630137 15:0.1678082191780822 13:0.08561643835616438 19:0.07191780821917808 10:0.07191780821917808 1:0.04452054794520548 14:0.030821917808219176 2:0.017123287671232876 11:0.003424657534246575 16:0.003424657534246575 17:0.003424657534246575 18:0.003424657534246575 0:0.003424657534246575 3:0.003424657534246575 4:0.003424657534246575 6:0.003424657534246575 7:0.003424657534246575 8:0.003424657534246575 9:0.003424657534246575
AP890414-0130 5:0.38315217391304346 10:0.20923913043478262 16:0.12228260869565218 17:0.10054347826086957 9:0.07880434782608696 11:0.024456521739130436 0:0.01358695652173913 3:0.01358695652173913 6:0.01358695652173913 8:0.01358695652173913 12:0.002717391304347826 13:0.002717391304347826 14:0.002717391304347826 15:0.002717391304347826 18:0.002717391304347826 19:0.002717391304347826 1:0.002717391304347826 2:0.002717391304347826 4:0.002717391304347826 7:0.002717391304347826
AP890414-0284 11:0.7515625 9:0.1578125 16:0.0390625 2:0.0140625 12:0.0078125 19:0.0078125 13:0.0015625 14:0.0015625 15:0.0015625 17:0.0015625 18:0.0015625 0:0.0015625 1:0.0015625 3:0.0015625 4:0.0015625 5:0.0015625 6:0.0015625 7:0.0015625 8:0.0015625 10:0.0015625
AP890414-0299 19:0.26175213675213677 5:0.18482905982905984 3:0.12927350427350429 0:0.09935897435897435 2:0.09081196581196581 11:0.05235042735042735 16:0.03952991452991453 7:0.030982905982905984 1:0.026709401709401708 9:0.026709401709401708 12:0.022435897435897436 18:0.013888888888888888 13:0.005341880341880342 14:0.005341880341880342 15:0.005341880341880342 17:0.0010683760683760685 4:0.0010683760683760685 6:0.0010683760683760685 8:0.0010683760683760685 10:0.0010683760683760685
AP890415-0043 12:0.26022727272727275 9:0.1693181818181818 3:0.11477272727272728 5:0.11477272727272728 10:0.07840909090909091 0:0.06477272727272727 19:0.060227272727272727 1:0.0375 11:0.03295454545454545 17:0.019318181818181818 13:0.014772727272727272 15:0.010227272727272727 18:0.010227272727272727 7:0.005681818181818182 14:0.0011363636363636363 16:0.0011363636363636363 2:0.0011363636363636363 4:0.0011363636363636363 6:0.0011363636363636363 8:0.0011363636363636363
AP890415-0098 2:0.7375 3:0.05416666666666667 9:0.05416666666666667 7:0.04416666666666667 4:0.020833333333333332 13:0.0175 16:0.0175 19:0.0175 10:0.014166666666666666 17:0.0075 6:0.0075 11:8.333333333333334E-4 12:8.333333333333334E-4 14:8.333333333333334E-4 15:8.333333333333334E-4 18:8.333333333333334E-4 0:8.333333333333334E-4 1:8.333333333333334E-4 5:8.333333333333334E-4 8:8.333333333333334E-4
AP890417-0112 8:0.4810924369747899 13:0.12815126050420167 15:0.11974789915966387 9:0.11974789915966387 3:0.06932773109243698 4:0.04411764705882353 12:0.01050420168067227 11:0.0021008403361344537 14:0.0021008403361344537 16:0.0021008403361344537 17:0.0021008403361344537 18:0.0021008403361344537 19:0.0021008403361344537 0:0.0021008403361344537 1:0.0021008403361344537 2:0.0021008403361344537 5:0.0021008403361344537 6:0.0021008403361344537 7:0.0021008403361344537 10:0.0021008403361344537
AP890417-0146 9:0.419811320754717 5:0.28773584905660377 15:0.1179245283018868 0:0.04245283018867924 11:0.02358490566037736 13:0.02358490566037736 10:0.02358490566037736 12:0.0047169811320754715 14:0.0047169811320754715 16:0.0047169811320754715 17:0.0047169811320754715 18:0.0047169811320754715 19:0.0047169811320754715 1:0.0047169811320754715 2:0.0047169811320754715 3:0.0047169811320754715 4:0.0047169811320754715 6:0.0047169811320754715 7:0.0047169811320754715 8:0.0047169811320754715
AP890417-0244 16:0.8511904761904762 11:0.06547619047619048 3:0.03373015873015873 13:0.00992063492063492 8:0.00992063492063492 12:0.001984126984126984 14:0.001984126984126984 15:0.001984126984126984 17:0.001984126984126984 18:0.001984126984126984 19:0.001984126984126984 0:0.001984126984126984 1:0.001984126984126984 2:0.001984126984126984 4:0.001984126984126984 5:0.001984126984126984 6:0.001984126984126984 7:0.001984126984126984 9:0.001984126984126984 10:0.001984126984126984
AP890417-0248 16:0.842 11:0.058 6:0.026 3:0.018 9:0.018 14:0.01 12:0.002 13:0.002 15:0.002 17:0.002 18:0.002 19:0.002 0:0.002 1:0.002 2:0.002 4:0.002 5:0.002 7:0.002 8:0.002 10:0.002
AP890417-0258 17:0.3713768115942029 4:0.161231884057971 18:0.13949275362318841 11:0.08876811594202899 6:0.07427536231884058 12:0.04528985507246377 5:0.04528985507246377 15:0.030797101449275364 3:0.016304347826086956 10:0.009057971014492754 13:0.0018115942028985507 14:0.0018115942028985507 16:0.0018115942028985507 19:0.0018115942028985507 0:0.0018115942028985507 1:0.0018115942028985507 2:0.0018115942028985507 7:0.0018115942028985507 8:0.0018115942028985507 9:0.0018115942028985507
AP890417-0277 16:0.2796296296296296 9:0.17098765432098764 6:0.10679012345679012 11:0.07469135802469136 5:0.06234567901234568 17:0.05740740740740741 3:0.05740740740740741 4:0.05740740740740741 18:0.05 2:0.025308641975308643 13:0.022839506172839506 12:0.012962962962962963 19:0.005555555555555556 7:0.005555555555555556 10:0.005555555555555556 8:0.0030864197530864196 14:6.172839506172839E-4 15:6.172839506172839E-4 0:6.172839506172839E-4 1:6.172839506172839E-4
AP890418-0047 13:0.40584415584415584 11:0.1331168831168831 18:0.10714285714285714 4:0.10714285714285714 19:0.06818181818181818 7:0.05519480519480519 16:0.04220779220779221 6:0.02922077922077922 5:0.016233766233766232 12:0.003246753246753247 14:0.003246753246753247 15:0.003246753246753247 17:0.003246753246753247 0:0.003246753246753247 1:0.003246753246753247 2:0.003246753246753247 3:0.003246753246753247 8:0.003246753246753247 9:0.003246753246753247 10:0.003246753246753247
AP890418-0112 2:0.822972972972973 3:0.10405405405405406 7:0.01756756756756757 9:0.01756756756756757 15:0.006756756756756757 19:0.006756756756756757 4:0.006756756756756757 11:0.0013513513513513514 12:0.0013513513513513514 13:0.0013513513513513514 14:0.0013513513513513514 16:0.0013513513513513514 17:0.0013513513513513514 18:0.0013513513513513514 0:0.0013513513513513514 1:0.0013513513513513514 5:0.0013513513513513514 6:0.0013513513513513514 8:0.0013513513513513514 10:0.0013513513513513514
AP890418-0136 1:0.19504310344827586 3:0.19073275862068967 9:0.12176724137931035 19:0.09590517241379311 17:0.07004310344827586 2:0.061422413793103446 11:0.052801724137931036 7:0.04849137931034483 5:0.03987068965517242 10:0.03987068965517242 0:0.02693965517241379 13:0.022629310344827586 4:0.022629310344827586 6:0.005387931034482759 12:0.0010775862068965517 14:0.0010775862068965517 15:0.0010775862068965517 16:0.0010775862068965517 18:0.0010775862068965517 8:0.0010775862068965517
AP890418-0190 2:0.9195906432748538 3:0.04239766081871345 4:0.007309941520467836 7:0.007309941520467836 11:0.0014619883040935672 12:0.0014619883040935672 13:0.0014619883040935672 14:0.0014619883040935672 15:0.0014619883040935672 16:0.0014619883040935672 17:0.0014619883040935672 18:0.0014619883040935672 19:0.0014619883040935672 0:0.0014619883040935672 1:0.0014619883040935672 5:0.0014619883040935672 6:0.0014619883040935672 8:0.0014619883040935672 9:0.0014619883040935672 10:0.0014619883040935672
AP890418-0192 2:0.9551671732522796 9:0.018996960486322188 3:0.006838905775075988 11:0.003799392097264438 13:0.003799392097264438 12:7.598784194528875E-4 14:7.598784194528875E-4 15:7.598784194528875E-4 16:7.598784194528875E-4 17:7.598784194528875E-4 18:7.598784194528875E-4 19:7.598784194528875E-4 0:7.598784194528875E-4 1:7.598784194528875E-4 4:7.598784194528875E-4 5:7.598784194528875E-4 6:7.598784194528875E-4 7:7.598784194528875E-4 8:7.598784194528875E-4 10:7.598784194528875E-4
AP890418-0230 2:0.8157216494845361 9:0.08376288659793814 3:0.037371134020618556 13:0.011597938144329897 1:0.011597938144329897 7:0.011597938144329897 18:0.006443298969072165 4:0.006443298969072165 11:0.001288659793814433 12:0.001288659793814433 14:0.001288659793814433 15:0.001288659793814433 16:0.001288659793814433 17:0.001288659793814433 19:0.001288659793814433 0:0.001288659793814433 5:0.001288659793814433 6:0.001288659793814433 8:0.001288659793814433 10:0.001288659793814433
AP890418-0264 8:0.5006313131313131 3:0.22537878787878787 1:0.08901515151515152 13:0.03851010101010101 18:0.028409090909090908 15:0.025883838383838384 2:0.025883838383838384 12:0.018308080808080808 4:0.010732323232323232 7:0.010732323232323232 9:0.008207070707070708 0:0.005681818181818182 14:0.0031565656565656565 16:0.0031565656565656565 17:0.0031565656565656565 11:6.313131313131314E-4 19:6.313131313131314E-4 5:6.313131313131314E-4 6:6.313131313131314E-4 10:6.313131313131314E-4
AP890418-0267 8:0.4338407494145199 3:0.2933255269320843 1:0.09192037470725996 9:0.06147540983606557 18:0.03571428571428571 7:0.014637002341920375 12:0.012295081967213115 15:0.012295081967213115 2:0.012295081967213115 19:0.009953161592505855 5:0.007611241217798595 6:0.005269320843091335 0:0.002927400468384075 10:0.002927400468384075 11:5.85480093676815E-4 13:5.85480093676815E-4 14:5.85480093676815E-4 16:5.85480093676815E-4 17:5.85480093676815E-4 4:5.85480093676815E-4
AP890418-0280 6:0.5045955882352942 3:0.12224264705882353 11:0.09283088235294118 12:0.0818014705882353 13:0.04871323529411765 16:0.04503676470588235 19:0.04503676470588235 7:0.03400735294117647 9:0.008272058823529412 14:0.004595588235294118 2:0.004595588235294118 15:9.191176470588235E-4 17:9.191176470588235E-4 18:9.191176470588235E-4 0:9.191176470588235E-4 1:9.191176470588235E-4 4:9.191176470588235E-4 5:9.191176470588235E-4 8:9.191176470588235E-4 10:9.191176470588235E-4
AP890419-0033 7:0.5027075812274369 9:0.17779783393501805 13:0.07671480144404332 3:0.055054151624548735 2:0.05144404332129964 11:0.03700361010830325 1:0.026173285198555957 14:0.01895306859205776 6:0.011732851985559567 0:0.008122743682310469 10:0.008122743682310469 12:0.004512635379061372 16:0.004512635379061372 18:0.004512635379061372 4:0.004512635379061372 8:0.004512635379061372 15:9.025270758122744E-4 17:9.025270758122744E-4 19:9.025270758122744E-4 5:9.025270758122744E-4
AP890419-0041 15:0.46634615384615385 9:0.1971153846153846 6:0.08942307692307692 11:0.08173076923076923 3:0.07019230769230769 8:0.058653846153846154 16:0.0125 4:0.0125 12:9.615384615384616E-4 13:9.615384615384616E-4 14:9.615384615384616E-4 17:9.615384615384616E-4 18:9.615384615384616E-4 19:9.615384615384616E-4 0:9.615384615384616E-4 1:9.615384615384616E-4 2:9.615384615384616E-4 5:9.615384615384616E-4 7:9.615384615384616E-4 10:9.615384615384616E-4
AP890419-0046 2:0.9410377358490566 13:0.019654088050314465 9:0.010220125786163521 12:0.007075471698113208 14:0.003930817610062893 3:0.003930817610062893 10:0.003930817610062893 11:7.861635220125787E-4 15:7.861635220125787E-4 16:7.861635220125787E-4 17:7.861635220125787E-4 18:7.861635220125787E-4 19:7.861635220125787E-4 0:7.861635220125787E-4 1:7.861635220125787E-4 4:7.861635220125787E-4 5:7.861635220125787E-4 6:7.861635220125787E-4 7:7.861635220125787E-4 8:7.861635220125787E-4
AP890419-0052 2:0.888986013986014 9:0.03583916083916084 3:0.025349650349650348 11:0.01486013986013986 14:0.007867132867132868 4:0.007867132867132868 7:0.007867132867132868 12:8.741258741258741E-4 13:8.741258741258741E-4 15:8.741258741258741E-4 16:8.741258741258741E-4 17:8.741258741258741E-4 18:8.741258741258741E-4 19:8.741258741258741E-4 0:8.741258741258741E-4 1:8.741258741258741E-4 5:8.741258741258741E-4 6:8.741258741258741E-4 8:8.741258741258741E-4 10:8.741258741258741E-4
AP890420-0048 9:0.2403846153846154 13:0.19337606837606838 5:0.1420940170940171 11:0.08653846153846154 3:0.07371794871794872 17:0.060897435897435896 4:0.05235042735042735 18:0.035256410256410256 2:0.030982905982905984 14:0.026709401709401708 19:0.026709401709401708 6:0.013888888888888888 16:0.005341880341880342 8:0.005341880341880342 12:0.0010683760683760685 15:0.0010683760683760685 0:0.0010683760683760685 1:0.0010683760683760685 7:0.0010683760683760685 10:0.0010683760683760685
AP890420-0066 13:0.3930722891566265 9:0.17620481927710843 11:0.12198795180722892 16:0.0677710843373494 6:0.05572289156626506 17:0.04969879518072289 18:0.043674698795180725 3:0.025602409638554216 0:0.01957831325301205 10:0.01355421686746988 12:0.007530120481927711 2:0.007530120481927711 7:0.007530120481927711 14:0.0015060240963855422 15:0.0015060240963855422 19:0.0015060240963855422 1:0.0015060240963855422 4:0.0015060240963855422 5:0.0015060240963855422 8:0.0015060240963855422
AP890420-0257 14:0.928030303030303 11:0.003787878787878788 12:0.003787878787878788 13:0.003787878787878788 15:0.003787878787878788 16:0.003787878787878788 17:0.003787878787878788 18:0.003787878787878788 19:0.003787878787878788 0:0.003787878787878788 1:0.003787878787878788 2:0.003787878787878788 3:0.003787878787878788 4:0.003787878787878788 5:0.003787878787878788 6:0.003787878787878788 7:0.003787878787878788 8:0.003787878787878788 9:0.003787878787878788 10:0.003787878787878788
AP890424-0155 15:0.288527397260274 0:0.2268835616438356 9:0.1857876712328767 8:0.1309931506849315 17:0.0625 11:0.0488013698630137 3:0.02482876712328767 12:0.007705479452054794 10:0.007705479452054794 4:0.004280821917808219 7:0.004280821917808219 13:8.561643835616438E-4 14:8.561643835616438E-4 16:8.561643835616438E-4 18:8.561643835616438E-4 19:8.561643835616438E-4 1:8.561643835616438E-4 2:8.561643835616438E-4 5:8.561643835616438E-4 6:8.561643835616438E-4
AP890425-0029 9:0.3189252336448598 11:0.28154205607476634 5:0.2207943925233645 16:0.04322429906542056 3:0.04322429906542056 13:0.01985981308411215 14:0.01985981308411215 18:0.015186915887850467 15:0.010514018691588784 0:0.005841121495327103 1:0.005841121495327103 7:0.005841121495327103 12:0.0011682242990654205 17:0.0011682242990654205 19:0.0011682242990654205 2:0.0011682242990654205 4:0.0011682242990654205 6:0.0011682242990654205 8:0.0011682242990654205 10:0.0011682242990654205
AP890425-0057 12:0.9503891050583657 15:0.016536964980544747 3:0.01264591439688716 19:0.0048638132295719845 11:9.727626459143969E-4 13:9.727626459143969E-4 14:9.727626459143969E-4 16:9.727626459143969E-4 17:9.727626459143969E-4 18:9.727626459143969E-4 0:9.727626459143969E-4 1:9.727626459143969E-4 2:9.727626459143969E-4 4:9.727626459143969E-4 5:9.727626459143969E-4 6:9.727626459143969E-4 7:9.727626459143969E-4 8:9.727626459143969E-4 9:9.727626459143969E-4 10:9.727626459143969E-4
AP890425-0302 11:0.6423766816143498 16:0.10426008968609865 6:0.09977578475336323 0:0.03699551569506727 1:0.023542600896860985 17:0.01905829596412556 18:0.01905829596412556 10:0.01905829596412556 15:0.014573991031390135 7:0.010089686098654708 12:0.0011210762331838565 13:0.0011210762331838565 14:0.0011210762331838565 19:0.0011210762331838565 2:0.0011210762331838565 3:0.0011210762331838565 4:0.0011210762331838565 5:0.0011210762331838565 8:0.0011210762331838565 9:0.0011210762331838565
AP890426-0044 10:0.6637254901960784 9:0.09509803921568627 0:0.07941176470588235 18:0.04411764705882353 11:0.024509803921568627 3:0.024509803921568627 1:0.016666666666666666 4:0.012745098039215686 17:0.008823529411764706 2:0.008823529411764706 16:0.004901960784313725 6:0.004901960784313725 8:0.004901960784313725 12:9.80392156862745E-4 13:9.80392156862745E-4 14:9.80392156862745E-4 15:9.80392156862745E-4 19:9.80392156862745E-4 5:9.80392156862745E-4 7:9.80392156862745E-4
AP890426-0108 9:0.3397177419354839 11:0.19858870967741934 4:0.1743951612903226 17:0.10987903225806452 3:0.07762096774193548 2:0.037298387096774195 14:0.029233870967741934 15:0.009072580645161291 5:0.009072580645161291 12:0.005040322580645161 13:0.0010080645161290322 16:0.0010080645161290322 18:0.0010080645161290322 19:0.0010080645161290322 0:0.0010080645161290322 1:0.0010080645161290322 6:0.0010080645161290322 7:0.0010080645161290322 8:0.0010080645161290322 10:0.0010080645161290322
AP890426-0195 6:0.6285377358490566 9:0.2275943396226415 16:0.05306603773584906 18:0.024764150943396228 3:0.024764150943396228 2:0.020047169811320754 10:0.00589622641509434 11:0.0011792452830188679 12:0.0011792452830188679 13:0.0011792452830188679 14:0.0011792452830188679 15:0.0011792452830188679 17:0.0011792452830188679 19:0.0011792452830188679 0:0.0011792452830188679 1:0.0011792452830188679 4:0.0011792452830188679 5:0.0011792452830188679 7:0.0011792452830188679 8:0.0011792452830188679
AP890426-0252 11:0.4166666666666667 6:0.22126436781609196 14:0.08333333333333333 17:0.07183908045977011 4:0.0603448275862069 16:0.03735632183908046 15:0.02586206896551724 3:0.02586206896551724 18:0.014367816091954023 10:0.014367816091954023 12:0.0028735632183908046 13:0.0028735632183908046 19:0.0028735632183908046 0:0.0028735632183908046 1:0.0028735632183908046 2:0.0028735632183908046 5:0.0028735632183908046 7:0.0028735632183908046 8:0.0028735632183908046 9:0.0028735632183908046
AP890427-0047 9:0.41281512605042014 6:0.38760504201680673 14:0.0430672268907563 16:0.038865546218487396 18:0.038865546218487396 17:0.026260504201680673 15:0.01365546218487395 11:0.009453781512605041 19:0.005252100840336135 5:0.005252100840336135 7:0.005252100840336135 10:0.005252100840336135 12:0.0010504201680672268 13:0.0010504201680672268 0:0.0010504201680672268 1:0.0010504201680672268 2:0.0010504201680672268 3:0.0010504201680672268 4:0.0010504201680672268 8:0.0010504201680672268
AP890427-0066 2:0.7313278008298755 3:0.09647302904564316 9:0.06327800829875518 7:0.03423236514522822 12:0.03008298755186722 13:0.013485477178423237 0:0.013485477178423237 15:0.005186721991701245 11:0.001037344398340249 14:0.001037344398340249 16:0.001037344398340249 17:0.001037344398340249 18:0.001037344398340249 19:0.001037344398340249 1:0.001037344398340249 4:0.001037344398340249 5:0.001037344398340249 6:0.001037344398340249 8:0.001037344398340249 10:0.001037344398340249
AP890427-0072 7:0.43799212598425197 13:0.20570866141732283 16:0.06791338582677166 9:0.060039370078740155 11:0.05610236220472441 19:0.03641732283464567 3:0.03641732283464567 5:0.028543307086614175 2:0.024606299212598427 12:0.012795275590551181 6:0.012795275590551181 15:0.004921259842519685 0:0.004921259842519685 10:0.004921259842519685 14:9.84251968503937E-4 17:9.84251968503937E-4 18:9.84251968503937E-4 1:9.84251968503937E-4 4:9.84251968503937E-4 8:9.84251968503937E-4
