AP890101-0002 2:0.23648648648648649 0:0.15786240786240785 19:0.10872235872235872 7:0.09398034398034398 5:0.08169533169533169 13:0.07678132678132678 11:0.06203931203931204 4:0.05466830466830467 6:0.049754299754299756 10:0.04238329238329238 9:0.017813267813267815 16:0.010442260442260442 1:0.003071253071253071 12:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 17:6.142506142506142E-4 18:6.142506142506142E-4 3:6.142506142506142E-4 8:6.142506142506142E-4
AP890414-0187 18:0.6059782608695652 4:0.14583333333333334 2:0.13134057971014493 11:0.04076086956521739 6:0.026268115942028984 0:0.015398550724637682 12:0.008152173913043478 7:0.008152173913043478 8:0.004528985507246377 9:0.004528985507246377 13:9.057971014492754E-4 14:9.057971014492754E-4 15:9.057971014492754E-4 16:9.057971014492754E-4 17:9.057971014492754E-4 19:9.057971014492754E-4 1:9.057971014492754E-4 3:9.057971014492754E-4 5:9.057971014492754E-4 10:9.057971014492754E-4
AP890414-0225 2:0.2591185410334346 16:0.2317629179331307 14:0.13145896656534956 3:0.10714285714285714 4:0.05851063829787234 0:0.04635258358662614 17:0.04331306990881459 18:0.03419452887537994 15:0.02811550151975684 10:0.02811550151975684 12:0.012917933130699088 11:0.006838905775075988 5:0.006838905775075988 13:7.598784194528875E-4 19:7.598784194528875E-4 1:7.598784194528875E-4 6:7.598784194528875E-4 7:7.598784194528875E-4 8:7.598784194528875E-4 9:7.598784194528875E-4
AP890414-0291 1:0.3975770925110132 19:0.23458149779735682 2:0.14647577092511013 5:0.10682819383259912 12:0.06277533039647577 18:0.018722466960352423 16:0.009911894273127754 3:0.005506607929515419 10:0.005506607929515419 11:0.0011013215859030838 13:0.0011013215859030838 14:0.0011013215859030838 15:0.0011013215859030838 17:0.0011013215859030838 0:0.0011013215859030838 4:0.0011013215859030838 6:0.0011013215859030838 7:0.0011013215859030838 8:0.0011013215859030838 9:0.0011013215859030838
AP890417-0030 18:0.21304849884526558 14:0.16916859122401848 13:0.16224018475750576 2:0.13221709006928406 17:0.10912240184757506 1:0.09064665127020785 4:0.07678983833718245 7:0.01674364896073903 0:0.01212471131639723 12:0.002886836027713626 3:0.002886836027713626 5:0.002886836027713626 8:0.002886836027713626 10:0.002886836027713626 11:5.773672055427252E-4 15:5.773672055427252E-4 16:5.773672055427252E-4 19:5.773672055427252E-4 6:5.773672055427252E-4 9:5.773672055427252E-4
AP890417-0067 18:0.4451871657754011 4:0.25267379679144386 16:0.11363636363636363 2:0.08155080213903744 3:0.03342245989304813 5:0.02807486631016043 9:0.022727272727272728 10:0.0066844919786096255 11:0.001336898395721925 12:0.001336898395721925 13:0.001336898395721925 14:0.001336898395721925 15:0.001336898395721925 17:0.001336898395721925 19:0.001336898395721925 0:0.001336898395721925 1:0.001336898395721925 6:0.001336898395721925 7:0.001336898395721925 8:0.001336898395721925
AP890417-0086 17:0.41594827586206895 18:0.27801724137931033 4:0.14870689655172414 13:0.036637931034482756 2:0.028017241379310345 9:0.028017241379310345 5:0.01939655172413793 16:0.010775862068965518 10:0.010775862068965518 11:0.0021551724137931034 12:0.0021551724137931034 14:0.0021551724137931034 15:0.0021551724137931034 19:0.0021551724137931034 0:0.0021551724137931034 1:0.0021551724137931034 3:0.0021551724137931034 6:0.0021551724137931034 7:0.0021551724137931034 8:0.0021551724137931034
AP890417-0111 4:0.40646853146853146 2:0.23513986013986013 19:0.14423076923076922 8:0.08479020979020979 6:0.04283216783216783 14:0.03583916083916084 0:0.011363636363636364 3:0.011363636363636364 15:0.007867132867132868 16:0.007867132867132868 13:0.004370629370629371 11:8.741258741258741E-4 12:8.741258741258741E-4 17:8.741258741258741E-4 18:8.741258741258741E-4 1:8.741258741258741E-4 5:8.741258741258741E-4 7:8.741258741258741E-4 9:8.741258741258741E-4 10:8.741258741258741E-4
AP890417-0222 16:0.4259950248756219 2:0.2767412935323383 3:0.15733830845771143 0:0.04788557213930348 11:0.04042288557213931 15:0.013059701492537313 6:0.013059701492537313 7:0.013059701492537313 14:0.003109452736318408 9:0.003109452736318408 12:6.218905472636816E-4 13:6.218905472636816E-4 17:6.218905472636816E-4 18:6.218905472636816E-4 19:6.218905472636816E-4 1:6.218905472636816E-4 4:6.218905472636816E-4 5:6.218905472636816E-4 8:6.218905472636816E-4 10:6.218905472636816E-4
AP890417-0236 10:0.4574829931972789 2:0.09693877551020408 19:0.09013605442176871 0:0.07653061224489796 6:0.07653061224489796 9:0.07653061224489796 3:0.05612244897959184 5:0.022108843537414966 8:0.022108843537414966 4:0.008503401360544218 11:0.0017006802721088435 12:0.0017006802721088435 13:0.0017006802721088435 14:0.0017006802721088435 15:0.0017006802721088435 16:0.0017006802721088435 17:0.0017006802721088435 18:0.0017006802721088435 1:0.0017006802721088435 7:0.0017006802721088435
AP890417-0245 5:0.3623417721518987 1:0.1661392405063291 7:0.15981012658227847 19:0.12183544303797468 2:0.07120253164556962 12:0.03955696202531646 3:0.03322784810126582 8:0.020569620253164556 14:0.007911392405063292 11:0.0015822784810126582 13:0.0015822784810126582 15:0.0015822784810126582 16:0.0015822784810126582 17:0.0015822784810126582 18:0.0015822784810126582 0:0.0015822784810126582 4:0.0015822784810126582 6:0.0015822784810126582 9:0.0015822784810126582 10:0.0015822784810126582
AP890418-0074 4:0.5148648648648648 2:0.17432432432432432 19:0.10945945945945947 3:0.0445945945945946 8:0.033783783783783786 6:0.02837837837837838 14:0.022972972972972974 0:0.022972972972972974 10:0.022972972972972974 12:0.006756756756756757 9:0.006756756756756757 11:0.0013513513513513514 13:0.0013513513513513514 15:0.0013513513513513514 16:0.0013513513513513514 17:0.0013513513513513514 18:0.0013513513513513514 1:0.0013513513513513514 5:0.0013513513513513514 7:0.0013513513513513514
AP890418-0152 4:0.46497584541062803 2:0.19927536231884058 19:0.08816425120772947 1:0.049516908212560384 16:0.03985507246376811 3:0.03985507246376811 5:0.03985507246376811 7:0.030193236714975844 0:0.01570048309178744 11:0.006038647342995169 15:0.006038647342995169 6:0.006038647342995169 10:0.006038647342995169 12:0.0012077294685990338 13:0.0012077294685990338 14:0.0012077294685990338 17:0.0012077294685990338 18:0.0012077294685990338 8:0.0012077294685990338 9:0.0012077294685990338
AP890418-0250 7:0.4328254847645429 19:0.15858725761772854 2:0.15858725761772854 5:0.10041551246537396 13:0.05609418282548476 9:0.04224376731301939 1:0.022853185595567867 14:0.009002770083102494 10:0.009002770083102494 11:0.0034626038781163434 12:6.925207756232687E-4 15:6.925207756232687E-4 16:6.925207756232687E-4 17:6.925207756232687E-4 18:6.925207756232687E-4 0:6.925207756232687E-4 3:6.925207756232687E-4 4:6.925207756232687E-4 6:6.925207756232687E-4 8:6.925207756232687E-4
AP890418-0288 5:0.685126582278481 1:0.1281645569620253 2:0.04588607594936709 6:0.04588607594936709 12:0.02689873417721519 14:0.020569620253164556 15:0.014240506329113924 19:0.007911392405063292 9:0.007911392405063292 11:0.0015822784810126582 13:0.0015822784810126582 16:0.0015822784810126582 17:0.0015822784810126582 18:0.0015822784810126582 0:0.0015822784810126582 3:0.0015822784810126582 4:0.0015822784810126582 7:0.0015822784810126582 8:0.0015822784810126582 10:0.0015822784810126582
AP890419-0158 6:0.3988486842105263 2:0.19161184210526316 0:0.10279605263157894 11:0.0962171052631579 9:0.05016447368421053 12:0.03042763157894737 1:0.03042763157894737 10:0.027138157894736843 19:0.017269736842105265 16:0.013980263157894737 3:0.013980263157894737 8:0.007401315789473684 13:0.004111842105263158 14:0.004111842105263158 15:0.004111842105263158 18:0.004111842105263158 17:8.223684210526315E-4 4:8.223684210526315E-4 5:8.223684210526315E-4 7:8.223684210526315E-4
AP890419-0221 0:0.6407004830917874 2:0.16485507246376813 6:0.051328502415458936 1:0.04891304347826087 17:0.03683574879227053 19:0.012681159420289856 9:0.010265700483091788 14:0.00785024154589372 12:0.005434782608695652 18:0.005434782608695652 11:0.0030193236714975845 13:0.0030193236714975845 7:0.0030193236714975845 8:0.0030193236714975845 15:6.038647342995169E-4 16:6.038647342995169E-4 3:6.038647342995169E-4 4:6.038647342995169E-4 5:6.038647342995169E-4 10:6.038647342995169E-4
AP890419-0222 0:0.6671974522292994 2:0.13004246284501061 6:0.07696390658174097 11:0.04087048832271762 17:0.019639065817409766 3:0.01751592356687898 1:0.01326963906581741 15:0.009023354564755838 12:0.006900212314225053 4:0.004777070063694267 8:0.004777070063694267 9:0.002653927813163482 10:0.002653927813163482 13:5.307855626326964E-4 14:5.307855626326964E-4 16:5.307855626326964E-4 18:5.307855626326964E-4 19:5.307855626326964E-4 5:5.307855626326964E-4 7:5.307855626326964E-4
AP890420-0058 13:0.6684397163120568 19:0.2712765957446808 6:0.015957446808510637 2:0.008865248226950355 5:0.008865248226950355 11:0.0017730496453900709 12:0.0017730496453900709 14:0.0017730496453900709 15:0.0017730496453900709 16:0.0017730496453900709 17:0.0017730496453900709 18:0.0017730496453900709 0:0.0017730496453900709 1:0.0017730496453900709 3:0.0017730496453900709 4:0.0017730496453900709 7:0.0017730496453900709 8:0.0017730496453900709 9:0.0017730496453900709 10:0.0017730496453900709
AP890420-0273 1:0.42905405405405406 5:0.14527027027027026 9:0.14527027027027026 7:0.13626126126126126 19:0.04617117117117117 2:0.041666666666666664 12:0.019144144144144143 14:0.019144144144144143 6:0.00563063063063063 11:0.0011261261261261261 13:0.0011261261261261261 15:0.0011261261261261261 16:0.0011261261261261261 17:0.0011261261261261261 18:0.0011261261261261261 0:0.0011261261261261261 3:0.0011261261261261261 4:0.0011261261261261261 8:0.0011261261261261261 10:0.0011261261261261261
AP890421-0125 9:0.6286764705882353 0:0.1090686274509804 2:0.10416666666666667 19:0.05514705882352941 7:0.05024509803921569 8:0.015931372549019607 12:0.011029411764705883 13:0.006127450980392157 5:0.006127450980392157 11:0.0012254901960784314 14:0.0012254901960784314 15:0.0012254901960784314 16:0.0012254901960784314 17:0.0012254901960784314 18:0.0012254901960784314 1:0.0012254901960784314 3:0.0012254901960784314 4:0.0012254901960784314 6:0.0012254901960784314 10:0.0012254901960784314
AP890421-0155 8:0.48011363636363635 3:0.24147727272727273 10:0.08238636363636363 2:0.07102272727272728 16:0.05965909090909091 0:0.014204545454545454 1:0.014204545454545454 11:0.002840909090909091 12:0.002840909090909091 13:0.002840909090909091 14:0.002840909090909091 15:0.002840909090909091 17:0.002840909090909091 18:0.002840909090909091 19:0.002840909090909091 4:0.002840909090909091 5:0.002840909090909091 6:0.002840909090909091 7:0.002840909090909091 9:0.002840909090909091
AP890421-0226 1:0.363031914893617 5:0.2247340425531915 9:0.1981382978723404 7:0.08111702127659574 2:0.03856382978723404 12:0.027925531914893616 11:0.022606382978723406 3:0.022606382978723406 13:0.006648936170212766 14:0.0013297872340425532 15:0.0013297872340425532 16:0.0013297872340425532 17:0.0013297872340425532 18:0.0013297872340425532 19:0.0013297872340425532 0:0.0013297872340425532 4:0.0013297872340425532 6:0.0013297872340425532 8:0.0013297872340425532 10:0.0013297872340425532
AP890421-0243 12:0.5802752293577982 2:0.20779816513761468 5:0.06467889908256881 7:0.0426605504587156 19:0.0408256880733945 1:0.018807339449541285 0:0.015137614678899083 13:0.007798165137614679 10:0.007798165137614679 16:0.005963302752293578 17:0.0022935779816513763 9:0.0022935779816513763 11:4.5871559633027525E-4 14:4.5871559633027525E-4 15:4.5871559633027525E-4 18:4.5871559633027525E-4 3:4.5871559633027525E-4 4:4.5871559633027525E-4 6:4.5871559633027525E-4 8:4.5871559633027525E-4
AP890421-0266 12:0.63125 2:0.1840277777777778 5:0.07291666666666667 19:0.050694444444444445 13:0.011805555555555555 7:0.011805555555555555 9:0.009027777777777777 14:0.00625 15:0.00625 0:0.00625 4:0.003472222222222222 11:6.944444444444445E-4 16:6.944444444444445E-4 17:6.944444444444445E-4 18:6.944444444444445E-4 1:6.944444444444445E-4 3:6.944444444444445E-4 6:6.944444444444445E-4 8:6.944444444444445E-4 10:6.944444444444445E-4
AP890423-0030 6:0.6160071942446043 18:0.1735611510791367 2:0.07284172661870504 15:0.044064748201438846 4:0.03327338129496403 14:0.022482014388489208 5:0.015287769784172662 8:0.008093525179856115 9:0.0044964028776978415 11:8.992805755395684E-4 12:8.992805755395684E-4 13:8.992805755395684E-4 16:8.992805755395684E-4 17:8.992805755395684E-4 19:8.992805755395684E-4 0:8.992805755395684E-4 1:8.992805755395684E-4 3:8.992805755395684E-4 7:8.992805755395684E-4 10:8.992805755395684E-4
AP890424-0077 1:0.4720708446866485 18:0.2840599455040872 4:0.08514986376021798 8:0.04427792915531335 2:0.04155313351498638 17:0.01430517711171662 13:0.011580381471389645 14:0.011580381471389645 7:0.011580381471389645 9:0.006130790190735695 11:0.0034059945504087193 5:0.0034059945504087193 6:0.0034059945504087193 10:0.0034059945504087193 12:6.811989100817438E-4 15:6.811989100817438E-4 16:6.811989100817438E-4 19:6.811989100817438E-4 0:6.811989100817438E-4 3:6.811989100817438E-4
AP890424-0096 4:0.4812775330396476 2:0.24779735682819384 3:0.10242290748898679 7:0.04955947136563876 5:0.031938325991189426 15:0.018722466960352423 16:0.018722466960352423 14:0.014317180616740088 18:0.009911894273127754 11:0.005506607929515419 0:0.005506607929515419 8:0.005506607929515419 12:0.0011013215859030838 13:0.0011013215859030838 17:0.0011013215859030838 19:0.0011013215859030838 1:0.0011013215859030838 6:0.0011013215859030838 9:0.0011013215859030838 10:0.0011013215859030838
AP890424-0189 15:0.6374458874458875 2:0.11796536796536797 18:0.06601731601731602 14:0.05303030303030303 6:0.031385281385281384 10:0.031385281385281384 16:0.027056277056277056 4:0.00974025974025974 11:0.005411255411255411 17:0.005411255411255411 3:0.005411255411255411 12:0.0010822510822510823 13:0.0010822510822510823 19:0.0010822510822510823 0:0.0010822510822510823 1:0.0010822510822510823 5:0.0010822510822510823 7:0.0010822510822510823 8:0.0010822510822510823 9:0.0010822510822510823
AP890424-0269 1:0.4758771929824561 5:0.3092105263157895 12:0.05482456140350877 3:0.046052631578947366 13:0.02850877192982456 18:0.019736842105263157 19:0.019736842105263157 16:0.010964912280701754 7:0.010964912280701754 11:0.0021929824561403508 14:0.0021929824561403508 15:0.0021929824561403508 17:0.0021929824561403508 0:0.0021929824561403508 2:0.0021929824561403508 4:0.0021929824561403508 6:0.0021929824561403508 8:0.0021929824561403508 9:0.0021929824561403508 10:0.0021929824561403508
AP890425-0051 4:0.5636160714285714 2:0.16629464285714285 3:0.06808035714285714 14:0.06361607142857142 18:0.05022321428571429 15:0.03236607142857143 12:0.027901785714285716 1:0.010044642857142858 16:0.005580357142857143 11:0.0011160714285714285 13:0.0011160714285714285 17:0.0011160714285714285 19:0.0011160714285714285 0:0.0011160714285714285 5:0.0011160714285714285 6:0.0011160714285714285 7:0.0011160714285714285 8:0.0011160714285714285 9:0.0011160714285714285 10:0.0011160714285714285
AP890425-0091 9:0.5337301587301587 6:0.12896825396825398 15:0.1130952380952381 2:0.08134920634920635 19:0.041666666666666664 17:0.025793650793650792 18:0.00992063492063492 0:0.00992063492063492 4:0.00992063492063492 5:0.00992063492063492 7:0.00992063492063492 8:0.00992063492063492 11:0.001984126984126984 12:0.001984126984126984 13:0.001984126984126984 14:0.001984126984126984 16:0.001984126984126984 1:0.001984126984126984 3:0.001984126984126984 10:0.001984126984126984
AP890425-0096 10:0.6855932203389831 2:0.15338983050847457 9:0.038135593220338986 13:0.027966101694915254 1:0.02457627118644068 17:0.017796610169491526 11:0.01440677966101695 15:0.011016949152542373 3:0.011016949152542373 6:0.00423728813559322 7:0.00423728813559322 12:8.47457627118644E-4 14:8.47457627118644E-4 16:8.47457627118644E-4 18:8.47457627118644E-4 19:8.47457627118644E-4 0:8.47457627118644E-4 4:8.47457627118644E-4 5:8.47457627118644E-4 8:8.47457627118644E-4
AP890425-0111 16:0.24077490774907748 14:0.21863468634686348 15:0.20756457564575645 2:0.12269372693726938 17:0.06734317343173432 10:0.052583025830258305 18:0.03044280442804428 3:0.023062730627306273 12:0.011992619926199263 13:0.008302583025830259 4:0.004612546125461255 9:0.004612546125461255 11:9.225092250922509E-4 19:9.225092250922509E-4 0:9.225092250922509E-4 1:9.225092250922509E-4 5:9.225092250922509E-4 6:9.225092250922509E-4 7:9.225092250922509E-4 8:9.225092250922509E-4
AP890425-0216 3:0.3919172932330827 8:0.20394736842105263 5:0.1287593984962406 2:0.125 18:0.046052631578947366 16:0.02725563909774436 13:0.012218045112781954 14:0.012218045112781954 0:0.012218045112781954 1:0.012218045112781954 19:0.008458646616541353 4:0.008458646616541353 7:0.004699248120300752 11:9.398496240601503E-4 12:9.398496240601503E-4 15:9.398496240601503E-4 17:9.398496240601503E-4 6:9.398496240601503E-4 9:9.398496240601503E-4 10:9.398496240601503E-4
AP890425-0242 2:0.27428057553956836 7:0.14118705035971224 13:0.10881294964028777 3:0.09082733812949641 16:0.07284172661870504 6:0.07284172661870504 14:0.06205035971223022 19:0.0368705035971223 0:0.0368705035971223 1:0.03327338129496403 12:0.018884892086330936 4:0.015287769784172662 5:0.015287769784172662 11:0.008093525179856115 15:0.0044964028776978415 10:0.0044964028776978415 17:8.992805755395684E-4 18:8.992805755395684E-4 8:8.992805755395684E-4 9:8.992805755395684E-4
AP890425-0284 1:0.5274566473988439 5:0.19219653179190752 7:0.14595375722543352 2:0.059248554913294796 11:0.04190751445086705 17:0.0072254335260115606 19:0.0072254335260115606 12:0.001445086705202312 13:0.001445086705202312 14:0.001445086705202312 15:0.001445086705202312 16:0.001445086705202312 18:0.001445086705202312 0:0.001445086705202312 3:0.001445086705202312 4:0.001445086705202312 6:0.001445086705202312 8:0.001445086705202312 9:0.001445086705202312 10:0.001445086705202312
AP890426-0016 2:0.2535112359550562 14:0.2478932584269663 17:0.18047752808988765 3:0.11587078651685394 4:0.08497191011235955 16:0.03160112359550562 11:0.0175561797752809 1:0.0175561797752809 15:0.014747191011235955 5:0.009129213483146067 7:0.009129213483146067 8:0.006320224719101123 10:0.006320224719101123 12:7.022471910112359E-4 13:7.022471910112359E-4 18:7.022471910112359E-4 19:7.022471910112359E-4 0:7.022471910112359E-4 6:7.022471910112359E-4 9:7.022471910112359E-4
