AP890101-0002 0:0.32002457002457 16:0.2905405405405405 12:0.08415233415233415 17:0.07186732186732187 11:0.057125307125307126 10:0.03992628992628992 5:0.032555282555282554 18:0.02764127764127764 19:0.02764127764127764 2:0.017813267813267815 4:0.007985257985257985 1:0.005528255528255528 8:0.005528255528255528 3:0.003071253071253071 6:0.003071253071253071 9:0.003071253071253071 13:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 7:6.142506142506142E-4
AP890310-0300 0:0.30424528301886794 19:0.13443396226415094 12:0.125 13:0.08726415094339622 6:0.08726415094339622 16:0.0589622641509434 18:0.049528301886792456 11:0.04009433962264151 15:0.02122641509433962 1:0.02122641509433962 9:0.02122641509433962 17:0.01179245283018868 8:0.01179245283018868 10:0.01179245283018868 14:0.0023584905660377358 2:0.0023584905660377358 3:0.0023584905660377358 4:0.0023584905660377358 5:0.0023584905660377358 7:0.0023584905660377358
AP890310-0305 6:0.7253440366972477 16:0.1313073394495413 19:0.046444954128440366 5:0.034977064220183485 10:0.023509174311926607 8:0.016628440366972478 13:0.005160550458715597 18:0.005160550458715597 17:0.0028669724770642203 9:0.0028669724770642203 11:5.733944954128441E-4 12:5.733944954128441E-4 14:5.733944954128441E-4 15:5.733944954128441E-4 0:5.733944954128441E-4 1:5.733944954128441E-4 2:5.733944954128441E-4 3:5.733944954128441E-4 4:5.733944954128441E-4 7:5.733944954128441E-4
AP890311-0091 18:0.46501706484641636 16:0.19880546075085323 5:0.09300341296928327 2:0.05887372013651877 9:0.05546075085324232 15:0.03498293515358362 1:0.031569965870307165 8:0.014505119453924915 7:0.011092150170648464 12:0.007679180887372013 13:0.007679180887372013 6:0.007679180887372013 0:0.004266211604095563 4:0.004266211604095563 11:8.532423208191126E-4 14:8.532423208191126E-4 17:8.532423208191126E-4 19:8.532423208191126E-4 3:8.532423208191126E-4 10:8.532423208191126E-4
AP890311-0169 12:0.2520833333333333 2:0.14375 3:0.11041666666666666 1:0.09375 4:0.08541666666666667 14:0.06875 16:0.052083333333333336 7:0.04375 13:0.035416666666666666 0:0.027083333333333334 11:0.01875 8:0.01875 9:0.01875 18:0.010416666666666666 19:0.010416666666666666 15:0.0020833333333333333 17:0.0020833333333333333 5:0.0020833333333333333 6:0.0020833333333333333 10:0.0020833333333333333
AP890311-0171 12:0.4906462585034014 4:0.16071428571428573 2:0.12329931972789115 16:0.058673469387755105 1:0.055272108843537414 10:0.031462585034013606 11:0.017857142857142856 13:0.01445578231292517 6:0.011054421768707483 8:0.011054421768707483 14:0.007653061224489796 15:0.007653061224489796 0:0.004251700680272109 17:8.503401360544217E-4 18:8.503401360544217E-4 19:8.503401360544217E-4 3:8.503401360544217E-4 5:8.503401360544217E-4 7:8.503401360544217E-4 9:8.503401360544217E-4
AP890312-0087 2:0.25 16:0.19630872483221476 13:0.14261744966442952 19:0.12919463087248323 15:0.08221476510067115 7:0.08221476510067115 5:0.04865771812080537 3:0.028523489932885907 11:0.008389261744966443 0:0.008389261744966443 1:0.008389261744966443 12:0.0016778523489932886 14:0.0016778523489932886 17:0.0016778523489932886 18:0.0016778523489932886 4:0.0016778523489932886 6:0.0016778523489932886 8:0.0016778523489932886 9:0.0016778523489932886 10:0.0016778523489932886
AP890314-0137 14:0.2881165919282511 16:0.23878923766816143 9:0.21188340807174888 10:0.0952914798206278 11:0.05044843049327354 18:0.032511210762331835 5:0.028026905829596414 17:0.023542600896860985 7:0.014573991031390135 12:0.005605381165919282 13:0.0011210762331838565 15:0.0011210762331838565 19:0.0011210762331838565 0:0.0011210762331838565 1:0.0011210762331838565 2:0.0011210762331838565 3:0.0011210762331838565 4:0.0011210762331838565 6:0.0011210762331838565 8:0.0011210762331838565
AP890314-0172 5:0.47171945701357465 18:0.16855203619909503 16:0.12330316742081449 9:0.11425339366515837 11:0.0418552036199095 4:0.023755656108597284 10:0.019230769230769232 8:0.010180995475113122 13:0.005656108597285068 14:0.005656108597285068 6:0.005656108597285068 12:0.0011312217194570137 15:0.0011312217194570137 17:0.0011312217194570137 19:0.0011312217194570137 0:0.0011312217194570137 1:0.0011312217194570137 2:0.0011312217194570137 3:0.0011312217194570137 7:0.0011312217194570137
AP890314-0245 3:0.8489847715736041 6:0.05203045685279188 4:0.031725888324873094 16:0.0266497461928934 1:0.01649746192893401 12:0.006345177664974619 11:0.0012690355329949238 13:0.0012690355329949238 14:0.0012690355329949238 15:0.0012690355329949238 17:0.0012690355329949238 18:0.0012690355329949238 19:0.0012690355329949238 0:0.0012690355329949238 2:0.0012690355329949238 5:0.0012690355329949238 7:0.0012690355329949238 8:0.0012690355329949238 9:0.0012690355329949238 10:0.0012690355329949238
AP890314-0272 3:0.8604368932038835 12:0.04975728155339806 4:0.04004854368932039 6:0.02063106796116505 2:0.006067961165048544 10:0.006067961165048544 11:0.0012135922330097086 13:0.0012135922330097086 14:0.0012135922330097086 15:0.0012135922330097086 16:0.0012135922330097086 17:0.0012135922330097086 18:0.0012135922330097086 19:0.0012135922330097086 0:0.0012135922330097086 1:0.0012135922330097086 5:0.0012135922330097086 7:0.0012135922330097086 8:0.0012135922330097086 9:0.0012135922330097086
AP890315-0231 18:0.5172955974842768 5:0.11477987421383648 16:0.0959119496855346 9:0.08333333333333333 15:0.05188679245283019 0:0.0330188679245283 13:0.026729559748427674 12:0.014150943396226415 17:0.014150943396226415 6:0.014150943396226415 7:0.014150943396226415 10:0.007861635220125786 11:0.0015723270440251573 14:0.0015723270440251573 19:0.0015723270440251573 1:0.0015723270440251573 2:0.0015723270440251573 3:0.0015723270440251573 4:0.0015723270440251573 8:0.0015723270440251573
AP890315-0314 8:0.6049848942598187 5:0.09138972809667674 16:0.06117824773413897 0:0.06117824773413897 2:0.04909365558912387 18:0.04305135951661632 6:0.02190332326283988 11:0.0188821752265861 9:0.015861027190332326 12:0.009818731117824773 1:0.006797583081570997 4:0.006797583081570997 15:0.0037764350453172208 13:7.552870090634441E-4 14:7.552870090634441E-4 17:7.552870090634441E-4 19:7.552870090634441E-4 3:7.552870090634441E-4 7:7.552870090634441E-4 10:7.552870090634441E-4
AP890316-0102 9:0.4075520833333333 3:0.23046875 16:0.11588541666666667 11:0.10026041666666667 12:0.02734375 5:0.02734375 6:0.02734375 7:0.016927083333333332 15:0.01171875 4:0.01171875 13:0.006510416666666667 19:0.006510416666666667 14:0.0013020833333333333 17:0.0013020833333333333 18:0.0013020833333333333 0:0.0013020833333333333 1:0.0013020833333333333 2:0.0013020833333333333 8:0.0013020833333333333 10:0.0013020833333333333
AP890316-0105 9:0.3596938775510204 16:0.18622448979591838 3:0.07397959183673469 14:0.06377551020408163 19:0.06377551020408163 1:0.06377551020408163 11:0.03316326530612245 18:0.03316326530612245 8:0.03316326530612245 12:0.02295918367346939 17:0.012755102040816327 0:0.012755102040816327 4:0.012755102040816327 10:0.012755102040816327 13:0.002551020408163265 15:0.002551020408163265 2:0.002551020408163265 5:0.002551020408163265 6:0.002551020408163265 7:0.002551020408163265
AP890316-0165 1:0.3494718309859155 4:0.18045774647887325 16:0.17693661971830985 19:0.07834507042253522 7:0.06778169014084508 12:0.029049295774647887 13:0.029049295774647887 6:0.025528169014084508 9:0.022007042253521125 0:0.018485915492957746 11:0.014964788732394365 14:8.802816901408451E-4 15:8.802816901408451E-4 17:8.802816901408451E-4 18:8.802816901408451E-4 2:8.802816901408451E-4 3:8.802816901408451E-4 5:8.802816901408451E-4 8:8.802816901408451E-4 10:8.802816901408451E-4
AP890316-0297 3:0.8420398009950248 16:0.055970149253731345 15:0.036069651741293535 19:0.021144278606965175 17:0.006218905472636816 1:0.006218905472636816 5:0.006218905472636816 7:0.006218905472636816 8:0.006218905472636816 11:0.0012437810945273632 12:0.0012437810945273632 13:0.0012437810945273632 14:0.0012437810945273632 18:0.0012437810945273632 0:0.0012437810945273632 2:0.0012437810945273632 4:0.0012437810945273632 6:0.0012437810945273632 9:0.0012437810945273632 10:0.0012437810945273632
AP890317-0130 8:0.5168918918918919 3:0.16554054054054054 17:0.09797297297297297 18:0.07094594594594594 2:0.030405405405405407 9:0.030405405405405407 12:0.016891891891891893 15:0.016891891891891893 7:0.016891891891891893 11:0.0033783783783783786 13:0.0033783783783783786 14:0.0033783783783783786 16:0.0033783783783783786 19:0.0033783783783783786 0:0.0033783783783783786 1:0.0033783783783783786 4:0.0033783783783783786 5:0.0033783783783783786 6:0.0033783783783783786 10:0.0033783783783783786
AP890317-0134 10:0.23717948717948717 15:0.13974358974358975 16:0.1141025641025641 0:0.08846153846153847 8:0.0782051282051282 14:0.057692307692307696 18:0.052564102564102565 6:0.04230769230769231 12:0.03717948717948718 2:0.03205128205128205 11:0.021794871794871794 1:0.021794871794871794 4:0.021794871794871794 5:0.021794871794871794 9:0.016666666666666666 3:0.00641025641025641 7:0.00641025641025641 13:0.001282051282051282 17:0.001282051282051282 19:0.001282051282051282
AP890317-0183 19:0.2486807387862797 16:0.23021108179419525 11:0.14841688654353563 10:0.14050131926121373 6:0.11939313984168866 1:0.048153034300791556 12:0.024406332453825858 9:0.013852242744063324 0:0.011213720316622692 15:0.0032981530343007917 18:0.0032981530343007917 3:0.0032981530343007917 13:6.596306068601583E-4 14:6.596306068601583E-4 17:6.596306068601583E-4 2:6.596306068601583E-4 4:6.596306068601583E-4 5:6.596306068601583E-4 7:6.596306068601583E-4 8:6.596306068601583E-4
AP890317-0212 8:0.5783450704225352 16:0.1382042253521127 5:0.11355633802816902 3:0.05017605633802817 0:0.03609154929577465 15:0.025528169014084508 18:0.022007042253521125 1:0.011443661971830986 19:0.0044014084507042256 7:0.0044014084507042256 9:0.0044014084507042256 10:0.0044014084507042256 11:8.802816901408451E-4 12:8.802816901408451E-4 13:8.802816901408451E-4 14:8.802816901408451E-4 17:8.802816901408451E-4 2:8.802816901408451E-4 4:8.802816901408451E-4 6:8.802816901408451E-4
AP890317-0238 3:0.7788888888888889 16:0.10333333333333333 5:0.058888888888888886 2:0.014444444444444444 15:0.01 6:0.01 13:0.005555555555555556 19:0.005555555555555556 11:0.0011111111111111111 12:0.0011111111111111111 14:0.0011111111111111111 17:0.0011111111111111111 18:0.0011111111111111111 0:0.0011111111111111111 1:0.0011111111111111111 4:0.0011111111111111111 7:0.0011111111111111111 8:0.0011111111111111111 9:0.0011111111111111111 10:0.0011111111111111111
AP890318-0027 9:0.43829113924050633 5:0.3560126582278481 15:0.11550632911392406 16:0.03322784810126582 13:0.020569620253164556 12:0.007911392405063292 17:0.007911392405063292 11:0.0015822784810126582 14:0.0015822784810126582 18:0.0015822784810126582 19:0.0015822784810126582 0:0.0015822784810126582 1:0.0015822784810126582 2:0.0015822784810126582 3:0.0015822784810126582 4:0.0015822784810126582 6:0.0015822784810126582 7:0.0015822784810126582 8:0.0015822784810126582 10:0.0015822784810126582
AP890319-0098 7:0.30357142857142855 19:0.23214285714285715 8:0.14484126984126985 10:0.08134920634920635 16:0.07341269841269842 11:0.057539682539682536 13:0.041666666666666664 15:0.017857142857142856 18:0.017857142857142856 1:0.00992063492063492 12:0.001984126984126984 14:0.001984126984126984 17:0.001984126984126984 0:0.001984126984126984 2:0.001984126984126984 3:0.001984126984126984 4:0.001984126984126984 5:0.001984126984126984 6:0.001984126984126984 9:0.001984126984126984
AP890320-0068 4:0.6018145161290323 12:0.08971774193548387 16:0.08971774193548387 1:0.08568548387096774 11:0.04133064516129032 3:0.03326612903225806 19:0.01310483870967742 7:0.01310483870967742 10:0.01310483870967742 15:0.009072580645161291 13:0.0010080645161290322 14:0.0010080645161290322 17:0.0010080645161290322 18:0.0010080645161290322 0:0.0010080645161290322 2:0.0010080645161290322 5:0.0010080645161290322 6:0.0010080645161290322 8:0.0010080645161290322 9:0.0010080645161290322
AP890320-0087 4:0.8290697674418605 1:0.05232558139534884 13:0.029069767441860465 16:0.019767441860465116 12:0.015116279069767442 19:0.015116279069767442 0:0.010465116279069767 3:0.005813953488372093 7:0.005813953488372093 8:0.005813953488372093 11:0.0011627906976744186 14:0.0011627906976744186 15:0.0011627906976744186 17:0.0011627906976744186 18:0.0011627906976744186 2:0.0011627906976744186 5:0.0011627906976744186 6:0.0011627906976744186 9:0.0011627906976744186 10:0.0011627906976744186
AP890320-0105 4:0.6183385579937304 12:0.08542319749216301 3:0.050940438871473356 11:0.04467084639498432 16:0.04467084639498432 0:0.03526645768025078 7:0.03526645768025078 10:0.03526645768025078 9:0.016457680250783698 5:0.01018808777429467 6:0.01018808777429467 18:0.007053291536050157 13:7.836990595611285E-4 14:7.836990595611285E-4 15:7.836990595611285E-4 17:7.836990595611285E-4 19:7.836990595611285E-4 1:7.836990595611285E-4 2:7.836990595611285E-4 8:7.836990595611285E-4
AP890320-0119 5:0.40373563218390807 16:0.21408045977011494 9:0.11637931034482758 8:0.08189655172413793 10:0.07040229885057471 18:0.05316091954022988 12:0.01867816091954023 2:0.01293103448275862 0:0.007183908045977011 3:0.007183908045977011 11:0.0014367816091954023 13:0.0014367816091954023 14:0.0014367816091954023 15:0.0014367816091954023 17:0.0014367816091954023 19:0.0014367816091954023 1:0.0014367816091954023 4:0.0014367816091954023 6:0.0014367816091954023 7:0.0014367816091954023
AP890320-0137 17:0.34203296703296704 16:0.28708791208791207 8:0.09478021978021978 0:0.08379120879120878 1:0.061813186813186816 11:0.04532967032967033 7:0.03983516483516483 5:0.012362637362637362 15:0.006868131868131868 2:0.006868131868131868 6:0.006868131868131868 12:0.0013736263736263737 13:0.0013736263736263737 14:0.0013736263736263737 18:0.0013736263736263737 19:0.0013736263736263737 3:0.0013736263736263737 4:0.0013736263736263737 9:0.0013736263736263737 10:0.0013736263736263737
AP890322-0039 4:0.590843023255814 16:0.1373546511627907 11:0.08793604651162791 19:0.05886627906976744 1:0.053052325581395346 9:0.018168604651162792 13:0.012354651162790697 8:0.012354651162790697 12:0.00944767441860465 6:0.00944767441860465 2:0.003633720930232558 14:7.267441860465116E-4 15:7.267441860465116E-4 17:7.267441860465116E-4 18:7.267441860465116E-4 0:7.267441860465116E-4 3:7.267441860465116E-4 5:7.267441860465116E-4 7:7.267441860465116E-4 10:7.267441860465116E-4
AP890323-0080 4:0.4935897435897436 16:0.14487179487179488 19:0.12435897435897436 1:0.07307692307692308 9:0.06282051282051282 11:0.021794871794871794 12:0.021794871794871794 8:0.016666666666666666 5:0.011538461538461539 13:0.00641025641025641 14:0.00641025641025641 7:0.00641025641025641 15:0.001282051282051282 17:0.001282051282051282 18:0.001282051282051282 0:0.001282051282051282 2:0.001282051282051282 3:0.001282051282051282 6:0.001282051282051282 10:0.001282051282051282
AP890323-0112 16:0.3077731092436975 9:0.25315126050420167 0:0.08508403361344538 17:0.07668067226890757 10:0.07668067226890757 15:0.06827731092436974 14:0.04726890756302521 5:0.03046218487394958 18:0.017857142857142856 4:0.009453781512605041 19:0.005252100840336135 2:0.005252100840336135 6:0.005252100840336135 7:0.005252100840336135 11:0.0010504201680672268 12:0.0010504201680672268 13:0.0010504201680672268 1:0.0010504201680672268 3:0.0010504201680672268 8:0.0010504201680672268
AP890323-0242 15:0.44710144927536233 12:0.2036231884057971 16:0.1108695652173913 6:0.1108695652173913 5:0.041304347826086954 13:0.018115942028985508 19:0.018115942028985508 9:0.015217391304347827 7:0.009420289855072464 11:0.006521739130434782 14:0.006521739130434782 18:0.0036231884057971015 0:0.0036231884057971015 17:7.246376811594203E-4 1:7.246376811594203E-4 2:7.246376811594203E-4 3:7.246376811594203E-4 4:7.246376811594203E-4 8:7.246376811594203E-4 10:7.246376811594203E-4
AP890323-0285 16:0.225625 14:0.218125 6:0.163125 12:0.120625 0:0.083125 10:0.050625 15:0.033125 7:0.030625 19:0.025625 9:0.018125 13:0.010625 17:0.005625 5:0.005625 11:0.003125 1:0.003125 18:6.25E-4 2:6.25E-4 3:6.25E-4 4:6.25E-4 8:6.25E-4
AP890324-0090 3:0.48333333333333334 16:0.16538461538461538 0:0.09871794871794871 9:0.09358974358974359 8:0.057692307692307696 5:0.04230769230769231 13:0.016666666666666666 10:0.011538461538461539 19:0.00641025641025641 6:0.00641025641025641 7:0.00641025641025641 11:0.001282051282051282 12:0.001282051282051282 14:0.001282051282051282 15:0.001282051282051282 17:0.001282051282051282 18:0.001282051282051282 1:0.001282051282051282 2:0.001282051282051282 4:0.001282051282051282
AP890324-0190 1:0.24563318777292575 16:0.16266375545851527 10:0.14956331877729256 6:0.12336244541484716 4:0.1146288209606987 12:0.05786026200873363 18:0.05349344978165939 9:0.04039301310043668 2:0.027292576419213975 13:0.009825327510917031 7:0.0054585152838427945 11:0.001091703056768559 14:0.001091703056768559 15:0.001091703056768559 17:0.001091703056768559 19:0.001091703056768559 0:0.001091703056768559 3:0.001091703056768559 5:0.001091703056768559 8:0.001091703056768559
AP890324-0221 3:0.5486425339366516 1:0.14592760180995476 12:0.07352941176470588 16:0.04638009049773756 6:0.04638009049773756 4:0.03733031674208145 18:0.02828054298642534 7:0.023755656108597284 15:0.014705882352941176 17:0.010180995475113122 9:0.010180995475113122 10:0.005656108597285068 11:0.0011312217194570137 13:0.0011312217194570137 14:0.0011312217194570137 19:0.0011312217194570137 0:0.0011312217194570137 2:0.0011312217194570137 5:0.0011312217194570137 8:0.0011312217194570137
AP890324-0246 2:0.8167293233082706 12:0.08364661654135339 16:0.03853383458646616 15:0.015977443609022556 3:0.015977443609022556 19:0.008458646616541353 1:0.004699248120300752 7:0.004699248120300752 11:9.398496240601503E-4 13:9.398496240601503E-4 14:9.398496240601503E-4 17:9.398496240601503E-4 18:9.398496240601503E-4 0:9.398496240601503E-4 4:9.398496240601503E-4 5:9.398496240601503E-4 6:9.398496240601503E-4 8:9.398496240601503E-4 9:9.398496240601503E-4 10:9.398496240601503E-4
AP890325-0005 2:0.8137450199203188 12:0.07270916334661355 5:0.0249003984063745 16:0.02091633466135458 15:0.01693227091633466 19:0.01693227091633466 10:0.008964143426294821 11:0.0049800796812749 7:0.0049800796812749 9:0.0049800796812749 13:9.9601593625498E-4 14:9.9601593625498E-4 17:9.9601593625498E-4 18:9.9601593625498E-4 0:9.9601593625498E-4 1:9.9601593625498E-4 3:9.9601593625498E-4 4:9.9601593625498E-4 6:9.9601593625498E-4 8:9.9601593625498E-4
AP890325-0077 7:0.49430379746835446 16:0.24873417721518987 1:0.06645569620253164 8:0.048734177215189876 2:0.03354430379746835 4:0.02088607594936709 18:0.018354430379746836 13:0.015822784810126583 14:0.015822784810126583 3:0.015822784810126583 19:0.010759493670886076 17:0.0031645569620253164 5:0.0031645569620253164 11:6.329113924050633E-4 12:6.329113924050633E-4 15:6.329113924050633E-4 0:6.329113924050633E-4 6:6.329113924050633E-4 9:6.329113924050633E-4 10:6.329113924050633E-4
